"","Location","TimeFrame","DataFormat","Child","Unemployment"
"2759","Johnson",2005,"Number",6772,3435
"2760","Johnson",2005,"Percent",0.178,0.047
"2761","Johnson",2006,"Number",5728,3424
"2762","Johnson",2006,"Percent",0.151,0.046
"2763","Johnson",2007,"Number",6343,3044
"2764","Johnson",2007,"Percent",0.164,0.041
"2765","Johnson",2008,"Number",5420,3406
"2766","Johnson",2008,"Percent",0.138,0.047
"2767","Johnson",2009,"Number",6763,6179
"2768","Johnson",2009,"Percent",0.162,0.082
"2769","Johnson",2010,"Number",7383,6290
"2770","Johnson",2010,"Percent",0.182,0.083
"2771","Johnson",2011,"Number",8134,5599
"2772","Johnson",2011,"Percent",0.201,0.076
"2773","Jones",2001,"Number",1085,261
"2774","Jones",2001,"Percent",0.263,0.028
"2775","Jones",2002,"Number",1030,343
"2776","Jones",2002,"Percent",0.256,0.035
"2777","Jones",2003,"Number",1048,342
"2778","Jones",2003,"Percent",0.271,0.034
"2779","Jones",2004,"Number",962,490
"2780","Jones",2004,"Percent",0.26,0.061
"2781","Jones",2005,"Number",1079,438
"2782","Jones",2005,"Percent",0.296,0.054
"2783","Jones",2006,"Number",1075,441
"2784","Jones",2006,"Percent",0.299,0.055
"2785","Jones",2007,"Number",987,376
"2786","Jones",2007,"Percent",0.288,0.048
"2787","Jones",2008,"Number",961,391
"2788","Jones",2008,"Percent",0.286,0.05
"2789","Jones",2009,"Number",1021,614
"2790","Jones",2009,"Percent",0.291,0.078
"2791","Jones",2010,"Number",1097,625
"2792","Jones",2010,"Percent",0.299,0.08
"2793","Jones",2011,"Number",1100,607
"2794","Jones",2011,"Percent",0.305,0.075
"2795","Karnes",2001,"Number",907,226
"2796","Karnes",2001,"Percent",0.281,0.038
"2797","Karnes",2002,"Number",900,295
"2798","Karnes",2002,"Percent",0.279,0.051
"2799","Karnes",2003,"Number",921,316
"2800","Karnes",2003,"Percent",0.288,0.053
"2801","Karnes",2004,"Number",909,395
"2802","Karnes",2004,"Percent",0.29,0.069
"2803","Karnes",2005,"Number",1052,351
"2804","Karnes",2005,"Percent",0.34,0.064
"2805","Karnes",2006,"Number",956,339
"2806","Karnes",2006,"Percent",0.317,0.062
"2807","Karnes",2007,"Number",954,300
"2808","Karnes",2007,"Percent",0.322,0.058
"2809","Karnes",2008,"Number",879,320
"2810","Karnes",2008,"Percent",0.299,0.061
"2811","Karnes",2009,"Number",920,502
"2812","Karnes",2009,"Percent",0.301,0.092
"2813","Karnes",2010,"Number",982,520
"2814","Karnes",2010,"Percent",0.333,0.094
"2815","Karnes",2011,"Number",953,464
"2816","Karnes",2011,"Percent",0.321,0.084
"2817","Kaufman",2001,"Number",3421,1951
"2818","Kaufman",2001,"Percent",0.156,0.056
"2819","Kaufman",2002,"Number",3498,3198
"2820","Kaufman",2002,"Percent",0.155,0.087
"2821","Kaufman",2003,"Number",3826,3470
"2822","Kaufman",2003,"Percent",0.166,0.096
"2823","Kaufman",2004,"Number",3823,2706
"2824","Kaufman",2004,"Percent",0.162,0.066
"2825","Kaufman",2005,"Number",3617,2190
"2826","Kaufman",2005,"Percent",0.155,0.052
"2827","Kaufman",2006,"Number",4131,2244
"2828","Kaufman",2006,"Percent",0.171,0.05
"2829","Kaufman",2007,"Number",4117,2136
"2830","Kaufman",2007,"Percent",0.158,0.047
"2831","Kaufman",2008,"Number",3914,2471
"2832","Kaufman",2008,"Percent",0.144,0.054
"2833","Kaufman",2009,"Number",5077,3886
"2834","Kaufman",2009,"Percent",0.17,0.083
"2835","Kaufman",2010,"Number",5105,4292
"2836","Kaufman",2010,"Percent",0.173,0.09
"2837","Kaufman",2011,"Number",5209,4168
"2838","Kaufman",2011,"Percent",0.175,0.083
"2839","Kendall",2001,"Number",871,345
"2840","Kendall",2001,"Percent",0.131,0.023
"2841","Kendall",2002,"Number",774,500
"2842","Kendall",2002,"Percent",0.114,0.03
"2843","Kendall",2003,"Number",838,549
"2844","Kendall",2003,"Percent",0.124,0.03
"2845","Kendall",2004,"Number",888,603
"2846","Kendall",2004,"Percent",0.128,0.045
"2847","Kendall",2005,"Number",867,531
"2848","Kendall",2005,"Percent",0.128,0.038
"2849","Kendall",2006,"Number",888,586
"2850","Kendall",2006,"Percent",0.126,0.039
"2851","Kendall",2007,"Number",952,541
"2852","Kendall",2007,"Percent",0.128,0.035
"2853","Kendall",2008,"Number",926,605
"2854","Kendall",2008,"Percent",0.121,0.038
"2855","Kendall",2009,"Number",1104,938
"2856","Kendall",2009,"Percent",0.13,0.057
"2857","Kendall",2010,"Number",1142,1022
"2858","Kendall",2010,"Percent",0.142,0.06
"2859","Kendall",2011,"Number",1222,1034
"2860","Kendall",2011,"Percent",0.15,0.062
"2861","Kenedy",2001,"Number",33,4
"2862","Kenedy",2001,"Percent",0.305,0.018
"2863","Kenedy",2002,"Number",19,8
"2864","Kenedy",2002,"Percent",0.183,0.039
"2865","Kenedy",2003,"Number",22,4
"2866","Kenedy",2003,"Percent",0.198,0.018
"2867","Kenedy",2004,"Number",23,11
"2868","Kenedy",2004,"Percent",0.211,0.047
"2869","Kenedy",2005,"Number",28,8
"2870","Kenedy",2005,"Percent",0.264,0.033
"2871","Kenedy",2006,"Number",23,7
"2872","Kenedy",2006,"Percent",0.23,0.028
"2873","Kenedy",2007,"Number",21,7
"2874","Kenedy",2007,"Percent",0.236,0.029
"2875","Kenedy",2008,"Number",22,8
"2876","Kenedy",2008,"Percent",0.247,0.033
"2877","Kenedy",2009,"Number",23,15
"2878","Kenedy",2009,"Percent",0.261,0.06
"2879","Kenedy",2010,"Number",18,13
"2880","Kenedy",2010,"Percent",0.176,0.055
"2881","Kenedy",2011,"Number",30,12
"2882","Kenedy",2011,"Percent",0.273,0.047
"2883","Kent",2001,"Number",34,8
"2884","Kent",2001,"Percent",0.204,0.02
"2885","Kent",2002,"Number",18,10
"2886","Kent",2002,"Percent",0.112,0.025
"2887","Kent",2003,"Number",17,22
"2888","Kent",2003,"Percent",0.128,0.045
"2889","Kent",2004,"Number",20,21
"2890","Kent",2004,"Percent",0.138,0.043
"2891","Kent",2005,"Number",22,19
"2892","Kent",2005,"Percent",0.158,0.042
"2893","Kent",2006,"Number",27,18
"2894","Kent",2006,"Percent",0.203,0.046
"2895","Kent",2007,"Number",14,15
"2896","Kent",2007,"Percent",0.109,0.035
"2897","Kent",2008,"Number",21,20
"2898","Kent",2008,"Percent",0.167,0.045
"2899","Kent",2009,"Number",27,25
"2900","Kent",2009,"Percent",0.182,0.054
"2901","Kent",2010,"Number",29,26
"2902","Kent",2010,"Percent",0.168,0.059
"2903","Kent",2011,"Number",34,27
"2904","Kent",2011,"Percent",0.192,0.06
"2905","Kerr",2001,"Number",2257,462
"2906","Kerr",2001,"Percent",0.23,0.026
"2907","Kerr",2002,"Number",2103,599
"2908","Kerr",2002,"Percent",0.212,0.032
"2909","Kerr",2003,"Number",2167,620
"2910","Kerr",2003,"Percent",0.222,0.033
"2911","Kerr",2004,"Number",2073,950
"2912","Kerr",2004,"Percent",0.211,0.045
"2913","Kerr",2005,"Number",2482,833
"2914","Kerr",2005,"Percent",0.257,0.036
"2915","Kerr",2006,"Number",2559,942
"2916","Kerr",2006,"Percent",0.264,0.041
"2917","Kerr",2007,"Number",3032,804
"2918","Kerr",2007,"Percent",0.304,0.036
"2919","Kerr",2008,"Number",2413,930
"2920","Kerr",2008,"Percent",0.242,0.04
"2921","Kerr",2009,"Number",2615,1369
"2922","Kerr",2009,"Percent",0.261,0.058
"2923","Kerr",2010,"Number",2738,1443
"2924","Kerr",2010,"Percent",0.281,0.062
"2925","Kerr",2011,"Number",2654,1497
"2926","Kerr",2011,"Percent",0.274,0.064
"2927","Kimble",2001,"Number",302,39
"2928","Kimble",2001,"Percent",0.292,0.017
"2929","Kimble",2002,"Number",267,54
"2930","Kimble",2002,"Percent",0.256,0.023
"2931","Kimble",2003,"Number",283,61
"2932","Kimble",2003,"Percent",0.279,0.027
"2933","Kimble",2004,"Number",271,93
"2934","Kimble",2004,"Percent",0.267,0.042
"2935","Kimble",2005,"Number",316,90
"2936","Kimble",2005,"Percent",0.316,0.039
"2937","Kimble",2006,"Number",294,89
"2938","Kimble",2006,"Percent",0.31,0.04
"2939","Kimble",2007,"Number",297,79
"2940","Kimble",2007,"Percent",0.319,0.035
"2941","Kimble",2008,"Number",289,85
"2942","Kimble",2008,"Percent",0.317,0.038
"2943","Kimble",2009,"Number",299,111
"2944","Kimble",2009,"Percent",0.33,0.052
"2945","Kimble",2010,"Number",314,134
"2946","Kimble",2010,"Percent",0.337,0.065
"2947","Kimble",2011,"Number",325,138
"2948","Kimble",2011,"Percent",0.354,0.068
"2949","King",2001,"Number",9,6
"2950","King",2001,"Percent",0.115,0.038
"2951","King",2002,"Number",12,5
"2952","King",2002,"Percent",0.159,0.028
"2953","King",2003,"Number",16,6
"2954","King",2003,"Percent",0.208,0.039
"2955","King",2004,"Number",9,7
"2956","King",2004,"Percent",0.118,0.027
"2957","King",2005,"Number",12,7
"2958","King",2005,"Percent",0.156,0.043
"2959","King",2006,"Number",11,8
"2960","King",2006,"Percent",0.183,0.05
"2961","King",2007,"Number",15,8
"2962","King",2007,"Percent",0.224,0.045
"2963","King",2008,"Number",10,8
"2964","King",2008,"Percent",0.169,0.042
"2965","King",2009,"Number",14,10
"2966","King",2009,"Percent",0.233,0.052
"2967","King",2010,"Number",11,13
"2968","King",2010,"Percent",0.153,0.067
"2969","King",2011,"Number",6,12
"2970","King",2011,"Percent",0.103,0.057
"2971","Kinney",2001,"Number",253,71
"2972","Kinney",2001,"Percent",0.305,0.063
"2973","Kinney",2002,"Number",216,90
"2974","Kinney",2002,"Percent",0.27,0.072
"2975","Kinney",2003,"Number",229,90
"2976","Kinney",2003,"Percent",0.293,0.071
"2977","Kinney",2004,"Number",211,94
"2978","Kinney",2004,"Percent",0.278,0.063
"2979","Kinney",2005,"Number",243,85
"2980","Kinney",2005,"Percent",0.325,0.059
"2981","Kinney",2006,"Number",240,79
"2982","Kinney",2006,"Percent",0.324,0.06
"2983","Kinney",2007,"Number",229,66
"2984","Kinney",2007,"Percent",0.313,0.048
"2985","Kinney",2008,"Number",220,75
"2986","Kinney",2008,"Percent",0.328,0.054
"2987","Kinney",2009,"Number",219,113
"2988","Kinney",2009,"Percent",0.302,0.077
"2989","Kinney",2010,"Number",267,135
"2990","Kinney",2010,"Percent",0.368,0.09
"2991","Kinney",2011,"Number",239,131
"2992","Kinney",2011,"Percent",0.327,0.086
"2993","Kleberg",2001,"Number",2538,597
"2994","Kleberg",2001,"Percent",0.303,0.048
"2995","Kleberg",2002,"Number",2510,823
"2996","Kleberg",2002,"Percent",0.297,0.065
"2997","Kleberg",2003,"Number",2562,845
"2998","Kleberg",2003,"Percent",0.312,0.06
"2999","Kleberg",2004,"Number",2509,940
"3000","Kleberg",2004,"Percent",0.311,0.059
"3001","Kleberg",2005,"Number",2458,868
"3002","Kleberg",2005,"Percent",0.31,0.052
"3003","Kleberg",2006,"Number",2810,767
"3004","Kleberg",2006,"Percent",0.355,0.047
"3005","Kleberg",2007,"Number",2489,668
"3006","Kleberg",2007,"Percent",0.328,0.041
"3007","Kleberg",2008,"Number",2325,703
"3008","Kleberg",2008,"Percent",0.303,0.043
"3009","Kleberg",2009,"Number",2266,1164
"3010","Kleberg",2009,"Percent",0.296,0.068
"3011","Kleberg",2010,"Number",2613,1211
"3012","Kleberg",2010,"Percent",0.328,0.07
"3013","Kleberg",2011,"Number",2735,1218
"3014","Kleberg",2011,"Percent",0.349,0.069
"3015","Knox",2001,"Number",392,60
"3016","Knox",2001,"Percent",0.362,0.033
"3017","Knox",2002,"Number",329,73
"3018","Knox",2002,"Percent",0.312,0.039
"3019","Knox",2003,"Number",336,88
"3020","Knox",2003,"Percent",0.317,0.044
"3021","Knox",2004,"Number",308,107
"3022","Knox",2004,"Percent",0.305,0.054
"3023","Knox",2005,"Number",372,89
"3024","Knox",2005,"Percent",0.374,0.05
"3025","Knox",2006,"Number",338,76
"3026","Knox",2006,"Percent",0.355,0.042
"3027","Knox",2007,"Number",299,71
"3028","Knox",2007,"Percent",0.346,0.039
"3029","Knox",2008,"Number",270,72
"3030","Knox",2008,"Percent",0.346,0.039
"3031","Knox",2009,"Number",285,112
"3032","Knox",2009,"Percent",0.355,0.061
"3033","Knox",2010,"Number",332,106
"3034","Knox",2010,"Percent",0.357,0.058
"3035","Knox",2011,"Number",321,110
"3036","Knox",2011,"Percent",0.346,0.061
"3037","La Salle",2001,"Number",643,168
"3038","La Salle",2001,"Percent",0.386,0.062
"3039","La Salle",2002,"Number",613,204
"3040","La Salle",2002,"Percent",0.369,0.073
"3041","La Salle",2003,"Number",608,179
"3042","La Salle",2003,"Percent",0.37,0.062
"3043","La Salle",2004,"Number",570,162
"3044","La Salle",2004,"Percent",0.349,0.069
"3045","La Salle",2005,"Number",670,148
"3046","La Salle",2005,"Percent",0.417,0.055
"3047","La Salle",2006,"Number",626,144
"3048","La Salle",2006,"Percent",0.397,0.053
"3049","La Salle",2007,"Number",598,138
"3050","La Salle",2007,"Percent",0.386,0.049
"3051","La Salle",2008,"Number",610,162
"3052","La Salle",2008,"Percent",0.406,0.056
"3053","La Salle",2009,"Number",655,277
"3054","La Salle",2009,"Percent",0.415,0.097
"3055","La Salle",2010,"Number",652,248
"3056","La Salle",2010,"Percent",0.449,0.079
"3057","La Salle",2011,"Number",630,245
"3058","La Salle",2011,"Percent",0.422,0.065
"3059","Lamar",2001,"Number",3200,1438
"3060","Lamar",2001,"Percent",0.253,0.066
"3061","Lamar",2002,"Number",3257,1558
"3062","Lamar",2002,"Percent",0.255,0.071
"3063","Lamar",2003,"Number",3385,1706
"3064","Lamar",2003,"Percent",0.267,0.076
"3065","Lamar",2004,"Number",3283,1529
"3066","Lamar",2004,"Percent",0.26,0.065
"3067","Lamar",2005,"Number",3378,1424
"3068","Lamar",2005,"Percent",0.272,0.061
"3069","Lamar",2006,"Number",3373,1312
"3070","Lamar",2006,"Percent",0.273,0.055
"3071","Lamar",2007,"Number",2804,1143
"3072","Lamar",2007,"Percent",0.232,0.047
"3073","Lamar",2008,"Number",2938,1299
"3074","Lamar",2008,"Percent",0.246,0.055
"3075","Lamar",2009,"Number",3370,1846
"3076","Lamar",2009,"Percent",0.282,0.078
"3077","Lamar",2010,"Number",3263,2140
"3078","Lamar",2010,"Percent",0.274,0.09
"3079","Lamar",2011,"Number",3609,2332
"3080","Lamar",2011,"Percent",0.303,0.097
"3081","Lamb",2001,"Number",1135,444
"3082","Lamb",2001,"Percent",0.274,0.067
"3083","Lamb",2002,"Number",1050,377
"3084","Lamb",2002,"Percent",0.254,0.057
"3085","Lamb",2003,"Number",1126,427
"3086","Lamb",2003,"Percent",0.277,0.062
"3087","Lamb",2004,"Number",1094,444
"3088","Lamb",2004,"Percent",0.274,0.059
"3089","Lamb",2005,"Number",1178,364
"3090","Lamb",2005,"Percent",0.299,0.05
"3091","Lamb",2006,"Number",1118,342
"3092","Lamb",2006,"Percent",0.287,0.048
"3093","Lamb",2007,"Number",1092,289
"3094","Lamb",2007,"Percent",0.29,0.041
"3095","Lamb",2008,"Number",1130,325
"3096","Lamb",2008,"Percent",0.306,0.045
"3097","Lamb",2009,"Number",1090,524
"3098","Lamb",2009,"Percent",0.295,0.074
"3099","Lamb",2010,"Number",1325,492
"3100","Lamb",2010,"Percent",0.327,0.071
"3101","Lamb",2011,"Number",1512,499
"3102","Lamb",2011,"Percent",0.362,0.072
"3103","Lampasas",2001,"Number",1059,288
"3104","Lampasas",2001,"Percent",0.213,0.031
"3105","Lampasas",2002,"Number",990,381
"3106","Lampasas",2002,"Percent",0.196,0.039
"3107","Lampasas",2003,"Number",1133,399
"3108","Lampasas",2003,"Percent",0.215,0.039
"3109","Lampasas",2004,"Number",1065,443
"3110","Lampasas",2004,"Percent",0.225,0.045
"3111","Lampasas",2005,"Number",1284,413
"3112","Lampasas",2005,"Percent",0.275,0.039
"3113","Lampasas",2006,"Number",1054,421
"3114","Lampasas",2006,"Percent",0.221,0.042
"3115","Lampasas",2007,"Number",1103,384
"3116","Lampasas",2007,"Percent",0.228,0.036
"3117","Lampasas",2008,"Number",1237,425
"3118","Lampasas",2008,"Percent",0.254,0.041
"3119","Lampasas",2009,"Number",1391,624
"3120","Lampasas",2009,"Percent",0.281,0.059
"3121","Lampasas",2010,"Number",1276,670
"3122","Lampasas",2010,"Percent",0.267,0.062
"3123","Lampasas",2011,"Number",1316,704
"3124","Lampasas",2011,"Percent",0.277,0.072
"3125","Lavaca",2001,"Number",877,141
"3126","Lavaca",2001,"Percent",0.194,0.016
"3127","Lavaca",2002,"Number",823,198
"3128","Lavaca",2002,"Percent",0.183,0.022
"3129","Lavaca",2003,"Number",816,201
"3130","Lavaca",2003,"Percent",0.185,0.021
"3131","Lavaca",2004,"Number",768,367
"3132","Lavaca",2004,"Percent",0.176,0.036
"3133","Lavaca",2005,"Number",812,369
"3134","Lavaca",2005,"Percent",0.189,0.035
"3135","Lavaca",2006,"Number",794,388
"3136","Lavaca",2006,"Percent",0.187,0.037
"3137","Lavaca",2007,"Number",762,332
"3138","Lavaca",2007,"Percent",0.183,0.032
"3139","Lavaca",2008,"Number",755,352
"3140","Lavaca",2008,"Percent",0.183,0.035
"3141","Lavaca",2009,"Number",862,588
"3142","Lavaca",2009,"Percent",0.194,0.059
"3143","Lavaca",2010,"Number",916,661
"3144","Lavaca",2010,"Percent",0.209,0.066
"3145","Lavaca",2011,"Number",837,587
"3146","Lavaca",2011,"Percent",0.19,0.057
"3147","Lee",2001,"Number",704,252
"3148","Lee",2001,"Percent",0.162,0.038
"3149","Lee",2002,"Number",634,314
"3150","Lee",2002,"Percent",0.146,0.045
"3151","Lee",2003,"Number",739,352
"3152","Lee",2003,"Percent",0.175,0.05
"3153","Lee",2004,"Number",715,396
"3154","Lee",2004,"Percent",0.17,0.045
"3155","Lee",2005,"Number",766,362
"3156","Lee",2005,"Percent",0.185,0.041
"3157","Lee",2006,"Number",663,362
"3158","Lee",2006,"Percent",0.165,0.041
"3159","Lee",2007,"Number",718,317
"3160","Lee",2007,"Percent",0.185,0.035
"3161","Lee",2008,"Number",677,360
"3162","Lee",2008,"Percent",0.178,0.04
"3163","Lee",2009,"Number",677,626
"3164","Lee",2009,"Percent",0.171,0.068
"3165","Lee",2010,"Number",747,622
"3166","Lee",2010,"Percent",0.183,0.067
"3167","Lee",2011,"Number",838,597
"3168","Lee",2011,"Percent",0.207,0.059
"3169","Leon",2001,"Number",868,314
"3170","Leon",2001,"Percent",0.234,0.047
"3171","Leon",2002,"Number",795,456
"3172","Leon",2002,"Percent",0.213,0.064
"3173","Leon",2003,"Number",791,524
"3174","Leon",2003,"Percent",0.215,0.076
"3175","Leon",2004,"Number",771,476
"3176","Leon",2004,"Percent",0.21,0.06
"3177","Leon",2005,"Number",801,409
"3178","Leon",2005,"Percent",0.222,0.054
"3179","Leon",2006,"Number",834,395
"3180","Leon",2006,"Percent",0.229,0.05
"3181","Leon",2007,"Number",855,324
"3182","Leon",2007,"Percent",0.232,0.043
"3183","Leon",2008,"Number",883,339
"3184","Leon",2008,"Percent",0.233,0.044
"3185","Leon",2009,"Number",971,585
"3186","Leon",2009,"Percent",0.252,0.069
"3187","Leon",2010,"Number",925,639
"3188","Leon",2010,"Percent",0.251,0.078
"3189","Leon",2011,"Number",1068,621
"3190","Leon",2011,"Percent",0.283,0.076
"3191","Liberty",2001,"Number",4108,1918
"3192","Liberty",2001,"Percent",0.206,0.064
"3193","Liberty",2002,"Number",4120,2784
"3194","Liberty",2002,"Percent",0.207,0.088
"3195","Liberty",2003,"Number",4422,3341
"3196","Liberty",2003,"Percent",0.223,0.104
"3197","Liberty",2004,"Number",4399,2889
"3198","Liberty",2004,"Percent",0.224,0.09
"3199","Liberty",2005,"Number",5125,2148
"3200","Liberty",2005,"Percent",0.265,0.067
"3201","Liberty",2006,"Number",3918,1817
"3202","Liberty",2006,"Percent",0.203,0.056
"3203","Liberty",2007,"Number",4073,1634
"3204","Liberty",2007,"Percent",0.212,0.052
"3205","Liberty",2008,"Number",4354,1884
"3206","Liberty",2008,"Percent",0.228,0.06
"3207","Liberty",2009,"Number",4865,3227
"3208","Liberty",2009,"Percent",0.247,0.101
"3209","Liberty",2010,"Number",4909,3542
"3210","Liberty",2010,"Percent",0.257,0.11
"3211","Liberty",2011,"Number",5069,3440
"3212","Liberty",2011,"Percent",0.265,0.106
"3213","Limestone",2001,"Number",1411,341
"3214","Limestone",2001,"Percent",0.253,0.035
"3215","Limestone",2002,"Number",1368,431
"3216","Limestone",2002,"Percent",0.242,0.044
"3217","Limestone",2003,"Number",1434,466
"3218","Limestone",2003,"Percent",0.256,0.046
"3219","Limestone",2004,"Number",1363,562
"3220","Limestone",2004,"Percent",0.246,0.053
"3221","Limestone",2005,"Number",1538,519
"3222","Limestone",2005,"Percent",0.282,0.049
"3223","Limestone",2006,"Number",1397,501
"3224","Limestone",2006,"Percent",0.263,0.048
"3225","Limestone",2007,"Number",1543,452
"3226","Limestone",2007,"Percent",0.293,0.044
"3227","Limestone",2008,"Number",1356,481
"3228","Limestone",2008,"Percent",0.265,0.045
"3229","Limestone",2009,"Number",1491,715
"3230","Limestone",2009,"Percent",0.29,0.063
"3231","Limestone",2010,"Number",1557,797
"3232","Limestone",2010,"Percent",0.288,0.068
"3233","Limestone",2011,"Number",1854,836
"3234","Limestone",2011,"Percent",0.335,0.073
"3235","Lipscomb",2001,"Number",168,30
"3236","Lipscomb",2001,"Percent",0.211,0.02
"3237","Lipscomb",2002,"Number",142,39
"3238","Lipscomb",2002,"Percent",0.177,0.024
"3239","Lipscomb",2003,"Number",156,54
"3240","Lipscomb",2003,"Percent",0.196,0.031
"3241","Lipscomb",2004,"Number",143,63
"3242","Lipscomb",2004,"Percent",0.176,0.036
"3243","Lipscomb",2005,"Number",169,59
"3244","Lipscomb",2005,"Percent",0.213,0.036
"3245","Lipscomb",2006,"Number",178,60
"3246","Lipscomb",2006,"Percent",0.222,0.035
"3247","Lipscomb",2007,"Number",155,50
"3248","Lipscomb",2007,"Percent",0.196,0.027
"3249","Lipscomb",2008,"Number",151,52
"3250","Lipscomb",2008,"Percent",0.199,0.027
"3251","Lipscomb",2009,"Number",143,117
"3252","Lipscomb",2009,"Percent",0.172,0.067
"3253","Lipscomb",2010,"Number",182,95
"3254","Lipscomb",2010,"Percent",0.206,0.056
"3255","Lipscomb",2011,"Number",166,80
"3256","Lipscomb",2011,"Percent",0.183,0.045
"3257","Live Oak",2001,"Number",557,113
"3258","Live Oak",2001,"Percent",0.22,0.025
"3259","Live Oak",2002,"Number",554,131
"3260","Live Oak",2002,"Percent",0.22,0.03
"3261","Live Oak",2003,"Number",546,159
"3262","Live Oak",2003,"Percent",0.229,0.035
"3263","Live Oak",2004,"Number",538,272
"3264","Live Oak",2004,"Percent",0.229,0.053
"3265","Live Oak",2005,"Number",617,263
"3266","Live Oak",2005,"Percent",0.267,0.051
"3267","Live Oak",2006,"Number",568,241
"3268","Live Oak",2006,"Percent",0.256,0.048
"3269","Live Oak",2007,"Number",516,202
"3270","Live Oak",2007,"Percent",0.247,0.04
"3271","Live Oak",2008,"Number",493,223
"3272","Live Oak",2008,"Percent",0.243,0.043
"3273","Live Oak",2009,"Number",567,379
"3274","Live Oak",2009,"Percent",0.269,0.073
"3275","Live Oak",2010,"Number",648,358
"3276","Live Oak",2010,"Percent",0.278,0.067
"3277","Live Oak",2011,"Number",632,341
"3278","Live Oak",2011,"Percent",0.282,0.055
"3279","Llano",2001,"Number",656,177
"3280","Llano",2001,"Percent",0.224,0.032
"3281","Llano",2002,"Number",587,247
"3282","Llano",2002,"Percent",0.195,0.04
"3283","Llano",2003,"Number",657,296
"3284","Llano",2003,"Percent",0.22,0.05
"3285","Llano",2004,"Number",642,418
"3286","Llano",2004,"Percent",0.216,0.054
"3287","Llano",2005,"Number",700,355
"3288","Llano",2005,"Percent",0.239,0.044
"3289","Llano",2006,"Number",734,394
"3290","Llano",2006,"Percent",0.248,0.048
"3291","Llano",2007,"Number",740,336
"3292","Llano",2007,"Percent",0.237,0.041
"3293","Llano",2008,"Number",781,371
"3294","Llano",2008,"Percent",0.248,0.045
"3295","Llano",2009,"Number",821,604
"3296","Llano",2009,"Percent",0.266,0.07
"3297","Llano",2010,"Number",914,628
"3298","Llano",2010,"Percent",0.304,0.075
"3299","Llano",2011,"Number",847,642
"3300","Llano",2011,"Percent",0.289,0.075
"3301","Loving",2001,"Number",8,5
"3302","Loving",2001,"Percent",0.703,0.079
"3303","Loving",2002,"Number",1,3
"3304","Loving",2002,"Percent",0.086,0.053
"3305","Loving",2003,"Number",1,5
"3306","Loving",2003,"Percent",0.084,0.093
"3307","Loving",2004,"Number",3,3
"3308","Loving",2004,"Percent",0.195,0.064
"3309","Loving",2005,"Number",5,4
"3310","Loving",2005,"Percent",0.364,0.111
"3311","Loving",2006,"Number",2,4
"3312","Loving",2006,"Percent",0.4,0.108
"3313","Loving",2007,"Number",4,4
"3314","Loving",2007,"Percent",0.667,0.098
"3315","Loving",2008,"Number",2,4
"3316","Loving",2008,"Percent",0.5,0.089
"3317","Loving",2009,"Number",4,4
"3318","Loving",2009,"Percent",0.5,0.1
"3319","Loving",2010,"Number",4,4
"3320","Loving",2010,"Percent",0.333,0.08
"3321","Loving",2011,"Number",5,4
"3322","Loving",2011,"Percent",0.417,0.098
"3323","Lubbock",2001,"Number",14529,3239
"3324","Lubbock",2001,"Percent",0.232,0.026
"3325","Lubbock",2002,"Number",15145,3945
"3326","Lubbock",2002,"Percent",0.238,0.03
"3327","Lubbock",2003,"Number",15704,4676
"3328","Lubbock",2003,"Percent",0.248,0.036
"3329","Lubbock",2004,"Number",15429,6264
"3330","Lubbock",2004,"Percent",0.245,0.046
"3331","Lubbock",2005,"Number",15315,5562
"3332","Lubbock",2005,"Percent",0.247,0.04
"3333","Lubbock",2006,"Number",14539,5596
"3334","Lubbock",2006,"Percent",0.229,0.04
"3335","Lubbock",2007,"Number",14189,4925
"3336","Lubbock",2007,"Percent",0.219,0.036
"3337","Lubbock",2008,"Number",13337,5187
"3338","Lubbock",2008,"Percent",0.202,0.038
"3339","Lubbock",2009,"Number",15763,7542
"3340","Lubbock",2009,"Percent",0.239,0.053
"3341","Lubbock",2010,"Number",18456,8874
"3342","Lubbock",2010,"Percent",0.276,0.062
"3343","Lubbock",2011,"Number",17769,8918
"3344","Lubbock",2011,"Percent",0.263,0.061
"3345","Lynn",2001,"Number",545,134
"3346","Lynn",2001,"Percent",0.286,0.05
"3347","Lynn",2002,"Number",472,114
"3348","Lynn",2002,"Percent",0.26,0.044
"3349","Lynn",2003,"Number",482,146
"3350","Lynn",2003,"Percent",0.268,0.053
"3351","Lynn",2004,"Number",495,186
"3352","Lynn",2004,"Percent",0.274,0.061
"3353","Lynn",2005,"Number",566,176
"3354","Lynn",2005,"Percent",0.319,0.062
"3355","Lynn",2006,"Number",506,158
"3356","Lynn",2006,"Percent",0.292,0.057
"3357","Lynn",2007,"Number",493,137
"3358","Lynn",2007,"Percent",0.315,0.051
"3359","Lynn",2008,"Number",449,132
"3360","Lynn",2008,"Percent",0.305,0.047
"3361","Lynn",2009,"Number",460,182
"3362","Lynn",2009,"Percent",0.293,0.063
"3363","Lynn",2010,"Number",490,199
"3364","Lynn",2010,"Percent",0.304,0.071
"3365","Lynn",2011,"Number",480,207
"3366","Lynn",2011,"Percent",0.303,0.073
"3367","Madison",2001,"Number",684,115
"3368","Madison",2001,"Percent",0.245,0.027
"3369","Madison",2002,"Number",701,160
"3370","Madison",2002,"Percent",0.252,0.037
"3371","Madison",2003,"Number",679,187
"3372","Madison",2003,"Percent",0.249,0.041
