"","Location","TimeFrame","DataFormat","Child","Unemployment"
"1463","Eastland",2006,"Number",1211,420
"1464","Eastland",2006,"Percent",0.302,0.049
"1465","Eastland",2007,"Number",1131,359
"1466","Eastland",2007,"Percent",0.276,0.044
"1467","Eastland",2008,"Number",1129,389
"1468","Eastland",2008,"Percent",0.277,0.046
"1469","Eastland",2009,"Number",1228,662
"1470","Eastland",2009,"Percent",0.296,0.076
"1471","Eastland",2010,"Number",1318,695
"1472","Eastland",2010,"Percent",0.325,0.079
"1473","Eastland",2011,"Number",1244,661
"1474","Eastland",2011,"Percent",0.302,0.071
"1475","Ector",2001,"Number",9129,3072
"1476","Ector",2001,"Percent",0.249,0.052
"1477","Ector",2002,"Number",9628,4416
"1478","Ector",2002,"Percent",0.261,0.072
"1479","Ector",2003,"Number",10153,4482
"1480","Ector",2003,"Percent",0.274,0.071
"1481","Ector",2004,"Number",9995,3702
"1482","Ector",2004,"Percent",0.268,0.06
"1483","Ector",2005,"Number",11187,2926
"1484","Ector",2005,"Percent",0.305,0.047
"1485","Ector",2006,"Number",9433,2583
"1486","Ector",2006,"Percent",0.254,0.039
"1487","Ector",2007,"Number",8311,2277
"1488","Ector",2007,"Percent",0.219,0.034
"1489","Ector",2008,"Number",8082,2421
"1490","Ector",2008,"Percent",0.208,0.034
"1491","Ector",2009,"Number",9289,5857
"1492","Ector",2009,"Percent",0.231,0.082
"1493","Ector",2010,"Number",11138,5660
"1494","Ector",2010,"Percent",0.283,0.078
"1495","Ector",2011,"Number",8537,4568
"1496","Ector",2011,"Percent",0.212,0.058
"1497","Edwards",2001,"Number",286,37
"1498","Edwards",2001,"Percent",0.485,0.046
"1499","Edwards",2002,"Number",224,43
"1500","Edwards",2002,"Percent",0.39,0.049
"1501","Edwards",2003,"Number",200,31
"1502","Edwards",2003,"Percent",0.359,0.038
"1503","Edwards",2004,"Number",174,48
"1504","Edwards",2004,"Percent",0.328,0.043
"1505","Edwards",2005,"Number",224,45
"1506","Edwards",2005,"Percent",0.429,0.043
"1507","Edwards",2006,"Number",205,43
"1508","Edwards",2006,"Percent",0.412,0.045
"1509","Edwards",2007,"Number",207,39
"1510","Edwards",2007,"Percent",0.411,0.039
"1511","Edwards",2008,"Number",199,40
"1512","Edwards",2008,"Percent",0.399,0.038
"1513","Edwards",2009,"Number",177,79
"1514","Edwards",2009,"Percent",0.383,0.073
"1515","Edwards",2010,"Number",163,74
"1516","Edwards",2010,"Percent",0.398,0.072
"1517","Edwards",2011,"Number",152,69
"1518","Edwards",2011,"Percent",0.381,0.071
"1519","El Paso",2001,"Number",81640,23266
"1520","El Paso",2001,"Percent",0.368,0.082
"1521","El Paso",2002,"Number",83705,25261
"1522","El Paso",2002,"Percent",0.371,0.089
"1523","El Paso",2003,"Number",81096,28806
"1524","El Paso",2003,"Percent",0.361,0.097
"1525","El Paso",2004,"Number",78024,22700
"1526","El Paso",2004,"Percent",0.344,0.078
"1527","El Paso",2005,"Number",87983,20827
"1528","El Paso",2005,"Percent",0.394,0.071
"1529","El Paso",2006,"Number",87091,19911
"1530","El Paso",2006,"Percent",0.379,0.067
"1531","El Paso",2007,"Number",89010,17212
"1532","El Paso",2007,"Percent",0.394,0.059
"1533","El Paso",2008,"Number",79951,18723
"1534","El Paso",2008,"Percent",0.351,0.063
"1535","El Paso",2009,"Number",76356,27725
"1536","El Paso",2009,"Percent",0.327,0.09
"1537","El Paso",2010,"Number",80844,30262
"1538","El Paso",2010,"Percent",0.338,0.095
"1539","El Paso",2011,"Number",82394,33682
"1540","El Paso",2011,"Percent",0.341,0.103
"1541","Ellis",2001,"Number",4833,2461
"1542","Ellis",2001,"Percent",0.138,0.042
"1543","Ellis",2002,"Number",4849,3476
"1544","Ellis",2002,"Percent",0.136,0.06
"1545","Ellis",2003,"Number",5463,3972
"1546","Ellis",2003,"Percent",0.152,0.069
"1547","Ellis",2004,"Number",5473,3568
"1548","Ellis",2004,"Percent",0.149,0.056
"1549","Ellis",2005,"Number",5284,3339
"1550","Ellis",2005,"Percent",0.146,0.051
"1551","Ellis",2006,"Number",5776,3460
"1552","Ellis",2006,"Percent",0.156,0.05
"1553","Ellis",2007,"Number",6127,3015
"1554","Ellis",2007,"Percent",0.156,0.044
"1555","Ellis",2008,"Number",5965,3557
"1556","Ellis",2008,"Percent",0.148,0.051
"1557","Ellis",2009,"Number",6733,5686
"1558","Ellis",2009,"Percent",0.155,0.08
"1559","Ellis",2010,"Number",7321,6143
"1560","Ellis",2010,"Percent",0.171,0.085
"1561","Ellis",2011,"Number",7596,6039
"1562","Ellis",2011,"Percent",0.177,0.081
"1563","Erath",2001,"Number",1634,383
"1564","Erath",2001,"Percent",0.206,0.023
"1565","Erath",2002,"Number",1567,479
"1566","Erath",2002,"Percent",0.196,0.028
"1567","Erath",2003,"Number",1681,512
"1568","Erath",2003,"Percent",0.212,0.029
"1569","Erath",2004,"Number",1578,766
"1570","Erath",2004,"Percent",0.2,0.042
"1571","Erath",2005,"Number",1588,685
"1572","Erath",2005,"Percent",0.205,0.039
"1573","Erath",2006,"Number",1629,727
"1574","Erath",2006,"Percent",0.211,0.041
"1575","Erath",2007,"Number",1610,648
"1576","Erath",2007,"Percent",0.2,0.036
"1577","Erath",2008,"Number",1817,711
"1578","Erath",2008,"Percent",0.221,0.038
"1579","Erath",2009,"Number",1872,1214
"1580","Erath",2009,"Percent",0.23,0.063
"1581","Erath",2010,"Number",1957,1253
"1582","Erath",2010,"Percent",0.237,0.065
"1583","Erath",2011,"Number",2164,1203
"1584","Erath",2011,"Percent",0.262,0.062
"1585","Falls",2001,"Number",1325,298
"1586","Falls",2001,"Percent",0.297,0.039
"1587","Falls",2002,"Number",1297,312
"1588","Falls",2002,"Percent",0.295,0.04
"1589","Falls",2003,"Number",1294,419
"1590","Falls",2003,"Percent",0.302,0.053
"1591","Falls",2004,"Number",1227,492
"1592","Falls",2004,"Percent",0.29,0.065
"1593","Falls",2005,"Number",1409,462
"1594","Falls",2005,"Percent",0.339,0.063
"1595","Falls",2006,"Number",1288,455
"1596","Falls",2006,"Percent",0.319,0.063
"1597","Falls",2007,"Number",1607,368
"1598","Falls",2007,"Percent",0.42,0.054
"1599","Falls",2008,"Number",1302,394
"1600","Falls",2008,"Percent",0.348,0.058
"1601","Falls",2009,"Number",1266,594
"1602","Falls",2009,"Percent",0.338,0.089
"1603","Falls",2010,"Number",1235,647
"1604","Falls",2010,"Percent",0.324,0.096
"1605","Falls",2011,"Number",1328,654
"1606","Falls",2011,"Percent",0.344,0.095
"1607","Fannin",2001,"Number",1485,828
"1608","Fannin",2001,"Percent",0.207,0.064
"1609","Fannin",2002,"Number",1411,984
"1610","Fannin",2002,"Percent",0.196,0.077
"1611","Fannin",2003,"Number",1510,845
"1612","Fannin",2003,"Percent",0.21,0.068
"1613","Fannin",2004,"Number",1501,962
"1614","Fannin",2004,"Percent",0.207,0.069
"1615","Fannin",2005,"Number",1493,849
"1616","Fannin",2005,"Percent",0.209,0.061
"1617","Fannin",2006,"Number",1554,833
"1618","Fannin",2006,"Percent",0.218,0.061
"1619","Fannin",2007,"Number",1593,709
"1620","Fannin",2007,"Percent",0.225,0.053
"1621","Fannin",2008,"Number",1433,802
"1622","Fannin",2008,"Percent",0.202,0.059
"1623","Fannin",2009,"Number",1775,1201
"1624","Fannin",2009,"Percent",0.242,0.088
"1625","Fannin",2010,"Number",1768,1295
"1626","Fannin",2010,"Percent",0.241,0.093
"1627","Fannin",2011,"Number",1982,1361
"1628","Fannin",2011,"Percent",0.268,0.099
"1629","Fayette",2001,"Number",769,256
"1630","Fayette",2001,"Percent",0.152,0.023
"1631","Fayette",2002,"Number",788,348
"1632","Fayette",2002,"Percent",0.156,0.031
"1633","Fayette",2003,"Number",895,360
"1634","Fayette",2003,"Percent",0.179,0.032
"1635","Fayette",2004,"Number",865,479
"1636","Fayette",2004,"Percent",0.174,0.04
"1637","Fayette",2005,"Number",837,438
"1638","Fayette",2005,"Percent",0.171,0.036
"1639","Fayette",2006,"Number",865,458
"1640","Fayette",2006,"Percent",0.183,0.038
"1641","Fayette",2007,"Number",825,398
"1642","Fayette",2007,"Percent",0.174,0.033
"1643","Fayette",2008,"Number",808,429
"1644","Fayette",2008,"Percent",0.17,0.035
"1645","Fayette",2009,"Number",917,687
"1646","Fayette",2009,"Percent",0.183,0.056
"1647","Fayette",2010,"Number",1043,715
"1648","Fayette",2010,"Percent",0.197,0.059
"1649","Fayette",2011,"Number",1175,735
"1650","Fayette",2011,"Percent",0.221,0.058
"1651","Fisher",2001,"Number",235,56
"1652","Fisher",2001,"Percent",0.246,0.032
"1653","Fisher",2002,"Number",208,89
"1654","Fisher",2002,"Percent",0.227,0.049
"1655","Fisher",2003,"Number",188,92
"1656","Fisher",2003,"Percent",0.21,0.051
"1657","Fisher",2004,"Number",187,107
"1658","Fisher",2004,"Percent",0.213,0.05
"1659","Fisher",2005,"Number",216,86
"1660","Fisher",2005,"Percent",0.249,0.042
"1661","Fisher",2006,"Number",204,83
"1662","Fisher",2006,"Percent",0.246,0.042
"1663","Fisher",2007,"Number",193,80
"1664","Fisher",2007,"Percent",0.245,0.041
"1665","Fisher",2008,"Number",198,79
"1666","Fisher",2008,"Percent",0.253,0.039
"1667","Fisher",2009,"Number",213,124
"1668","Fisher",2009,"Percent",0.259,0.061
"1669","Fisher",2010,"Number",207,130
"1670","Fisher",2010,"Percent",0.235,0.065
"1671","Fisher",2011,"Number",182,129
"1672","Fisher",2011,"Percent",0.218,0.064
"1673","Floyd",2001,"Number",670,218
"1674","Floyd",2001,"Percent",0.294,0.072
"1675","Floyd",2002,"Number",691,244
"1676","Floyd",2002,"Percent",0.304,0.08
"1677","Floyd",2003,"Number",669,280
"1678","Floyd",2003,"Percent",0.301,0.09
"1679","Floyd",2004,"Number",631,243
"1680","Floyd",2004,"Percent",0.296,0.069
"1681","Floyd",2005,"Number",725,200
"1682","Floyd",2005,"Percent",0.346,0.06
"1683","Floyd",2006,"Number",677,193
"1684","Floyd",2006,"Percent",0.322,0.061
"1685","Floyd",2007,"Number",609,167
"1686","Floyd",2007,"Percent",0.328,0.053
"1687","Floyd",2008,"Number",591,158
"1688","Floyd",2008,"Percent",0.336,0.047
"1689","Floyd",2009,"Number",635,218
"1690","Floyd",2009,"Percent",0.338,0.068
"1691","Floyd",2010,"Number",627,263
"1692","Floyd",2010,"Percent",0.345,0.085
"1693","Floyd",2011,"Number",584,254
"1694","Floyd",2011,"Percent",0.319,0.083
"1695","Foard",2001,"Number",79,21
"1696","Foard",2001,"Percent",0.207,0.028
"1697","Foard",2002,"Number",79,38
"1698","Foard",2002,"Percent",0.213,0.048
"1699","Foard",2003,"Number",83,61
"1700","Foard",2003,"Percent",0.226,0.083
"1701","Foard",2004,"Number",81,44
"1702","Foard",2004,"Percent",0.22,0.062
"1703","Foard",2005,"Number",97,33
"1704","Foard",2005,"Percent",0.269,0.049
"1705","Foard",2006,"Number",97,30
"1706","Foard",2006,"Percent",0.276,0.044
"1707","Foard",2007,"Number",84,28
"1708","Foard",2007,"Percent",0.272,0.041
"1709","Foard",2008,"Number",73,30
"1710","Foard",2008,"Percent",0.26,0.04
"1711","Foard",2009,"Number",90,42
"1712","Foard",2009,"Percent",0.311,0.058
"1713","Foard",2010,"Number",83,45
"1714","Foard",2010,"Percent",0.291,0.063
"1715","Foard",2011,"Number",70,50
"1716","Foard",2011,"Percent",0.256,0.07
"1717","Fort Bend",2001,"Number",12166,5904
"1718","Fort Bend",2001,"Percent",0.101,0.031
"1719","Fort Bend",2002,"Number",11695,9038
"1720","Fort Bend",2002,"Percent",0.095,0.045
"1721","Fort Bend",2003,"Number",13989,12291
"1722","Fort Bend",2003,"Percent",0.112,0.059
"1723","Fort Bend",2004,"Number",14570,11482
"1724","Fort Bend",2004,"Percent",0.113,0.053
"1725","Fort Bend",2005,"Number",13811,10887
"1726","Fort Bend",2005,"Percent",0.109,0.047
"1727","Fort Bend",2006,"Number",14285,11532
"1728","Fort Bend",2006,"Percent",0.108,0.047
"1729","Fort Bend",2007,"Number",15819,10304
"1730","Fort Bend",2007,"Percent",0.112,0.041
"1731","Fort Bend",2008,"Number",14869,11694
"1732","Fort Bend",2008,"Percent",0.102,0.045
"1733","Fort Bend",2009,"Number",16803,19705
"1734","Fort Bend",2009,"Percent",0.104,0.072
"1735","Fort Bend",2010,"Number",21654,22670
"1736","Fort Bend",2010,"Percent",0.125,0.08
"1737","Fort Bend",2011,"Number",21251,22039
"1738","Fort Bend",2011,"Percent",0.122,0.073
"1739","Franklin",2001,"Number",547,129
"1740","Franklin",2001,"Percent",0.238,0.028
"1741","Franklin",2002,"Number",476,168
"1742","Franklin",2002,"Percent",0.206,0.038
"1743","Franklin",2003,"Number",477,159
"1744","Franklin",2003,"Percent",0.213,0.035
"1745","Franklin",2004,"Number",471,229
"1746","Franklin",2004,"Percent",0.209,0.044
"1747","Franklin",2005,"Number",510,237
"1748","Franklin",2005,"Percent",0.23,0.046
"1749","Franklin",2006,"Number",556,234
"1750","Franklin",2006,"Percent",0.246,0.043
"1751","Franklin",2007,"Number",563,206
"1752","Franklin",2007,"Percent",0.225,0.037
"1753","Franklin",2008,"Number",636,232
"1754","Franklin",2008,"Percent",0.256,0.043
"1755","Franklin",2009,"Number",630,380
"1756","Franklin",2009,"Percent",0.246,0.069
"1757","Franklin",2010,"Number",649,419
"1758","Franklin",2010,"Percent",0.253,0.077
"1759","Franklin",2011,"Number",741,392
"1760","Franklin",2011,"Percent",0.29,0.073
"1761","Freestone",2001,"Number",840,295
"1762","Freestone",2001,"Percent",0.198,0.036
"1763","Freestone",2002,"Number",878,440
"1764","Freestone",2002,"Percent",0.207,0.049
"1765","Freestone",2003,"Number",861,469
"1766","Freestone",2003,"Percent",0.208,0.053
"1767","Freestone",2004,"Number",868,468
"1768","Freestone",2004,"Percent",0.208,0.048
"1769","Freestone",2005,"Number",931,413
"1770","Freestone",2005,"Percent",0.227,0.041
"1771","Freestone",2006,"Number",844,415
"1772","Freestone",2006,"Percent",0.21,0.04
"1773","Freestone",2007,"Number",765,372
"1774","Freestone",2007,"Percent",0.188,0.038
"1775","Freestone",2008,"Number",804,418
"1776","Freestone",2008,"Percent",0.196,0.041
"1777","Freestone",2009,"Number",883,643
"1778","Freestone",2009,"Percent",0.196,0.063
"1779","Freestone",2010,"Number",1073,687
"1780","Freestone",2010,"Percent",0.237,0.066
"1781","Freestone",2011,"Number",976,660
"1782","Freestone",2011,"Percent",0.218,0.064
"1783","Frio",2001,"Number",1778,404
"1784","Frio",2001,"Percent",0.384,0.071
"1785","Frio",2002,"Number",1688,467
"1786","Frio",2002,"Percent",0.365,0.081
"1787","Frio",2003,"Number",1648,508
"1788","Frio",2003,"Percent",0.365,0.083
"1789","Frio",2004,"Number",1578,482
"1790","Frio",2004,"Percent",0.355,0.074
"1791","Frio",2005,"Number",1894,403
"1792","Frio",2005,"Percent",0.433,0.063
"1793","Frio",2006,"Number",1696,366
"1794","Frio",2006,"Percent",0.389,0.056
"1795","Frio",2007,"Number",1645,327
"1796","Frio",2007,"Percent",0.386,0.05
"1797","Frio",2008,"Number",1595,376
"1798","Frio",2008,"Percent",0.374,0.055
"1799","Frio",2009,"Number",1753,566
"1800","Frio",2009,"Percent",0.406,0.076
"1801","Frio",2010,"Number",1776,580
"1802","Frio",2010,"Percent",0.427,0.076
"1803","Frio",2011,"Number",1706,589
"1804","Frio",2011,"Percent",0.41,0.073
"1805","Gaines",2001,"Number",1610,291
"1806","Gaines",2001,"Percent",0.33,0.045
"1807","Gaines",2002,"Number",1337,288
"1808","Gaines",2002,"Percent",0.274,0.043
"1809","Gaines",2003,"Number",1294,302
"1810","Gaines",2003,"Percent",0.27,0.043
"1811","Gaines",2004,"Number",1262,364
"1812","Gaines",2004,"Percent",0.264,0.055
"1813","Gaines",2005,"Number",1328,322
"1814","Gaines",2005,"Percent",0.282,0.049
"1815","Gaines",2006,"Number",1305,287
"1816","Gaines",2006,"Percent",0.273,0.047
"1817","Gaines",2007,"Number",1287,246
"1818","Gaines",2007,"Percent",0.275,0.038
"1819","Gaines",2008,"Number",1238,264
"1820","Gaines",2008,"Percent",0.265,0.039
"1821","Gaines",2009,"Number",1182,449
"1822","Gaines",2009,"Percent",0.229,0.064
"1823","Gaines",2010,"Number",1619,437
"1824","Gaines",2010,"Percent",0.266,0.062
"1825","Gaines",2011,"Number",1532,431
"1826","Gaines",2011,"Percent",0.245,0.056
"1827","Galveston",2001,"Number",11767,7039
"1828","Galveston",2001,"Percent",0.171,0.06
"1829","Galveston",2002,"Number",11652,9063
"1830","Galveston",2002,"Percent",0.166,0.075
"1831","Galveston",2003,"Number",13242,10376
"1832","Galveston",2003,"Percent",0.188,0.082
"1833","Galveston",2004,"Number",13264,9524
"1834","Galveston",2004,"Percent",0.186,0.07
"1835","Galveston",2005,"Number",12463,7876
"1836","Galveston",2005,"Percent",0.177,0.057
"1837","Galveston",2006,"Number",13453,7193
"1838","Galveston",2006,"Percent",0.189,0.05
"1839","Galveston",2007,"Number",11816,6469
"1840","Galveston",2007,"Percent",0.163,0.046
"1841","Galveston",2008,"Number",11858,8228
"1842","Galveston",2008,"Percent",0.161,0.058
"1843","Galveston",2009,"Number",13941,11815
"1844","Galveston",2009,"Percent",0.189,0.082
"1845","Galveston",2010,"Number",14339,13170
"1846","Galveston",2010,"Percent",0.195,0.092
"1847","Galveston",2011,"Number",15826,13466
"1848","Galveston",2011,"Percent",0.215,0.091
"1849","Garza",2001,"Number",353,62
"1850","Garza",2001,"Percent",0.261,0.025
"1851","Garza",2002,"Number",322,96
"1852","Garza",2002,"Percent",0.237,0.043
"1853","Garza",2003,"Number",368,115
"1854","Garza",2003,"Percent",0.267,0.047
"1855","Garza",2004,"Number",362,124
"1856","Garza",2004,"Percent",0.278,0.053
"1857","Garza",2005,"Number",445,107
"1858","Garza",2005,"Percent",0.348,0.045
"1859","Garza",2006,"Number",367,106
"1860","Garza",2006,"Percent",0.293,0.042
"1861","Garza",2007,"Number",317,87
"1862","Garza",2007,"Percent",0.286,0.035
"1863","Garza",2008,"Number",331,93
"1864","Garza",2008,"Percent",0.312,0.038
"1865","Garza",2009,"Number",358,129
"1866","Garza",2009,"Percent",0.311,0.053
"1867","Garza",2010,"Number",354,136
"1868","Garza",2010,"Percent",0.3,0.054
"1869","Garza",2011,"Number",375,187
"1870","Garza",2011,"Percent",0.3,0.071
"1871","Gillespie",2001,"Number",813,194
"1872","Gillespie",2001,"Percent",0.179,0.019
"1873","Gillespie",2002,"Number",683,249
"1874","Gillespie",2002,"Percent",0.149,0.023
"1875","Gillespie",2003,"Number",748,261
"1876","Gillespie",2003,"Percent",0.164,0.024
"1877","Gillespie",2004,"Number",713,411
"1878","Gillespie",2004,"Percent",0.155,0.034
"1879","Gillespie",2005,"Number",731,373
"1880","Gillespie",2005,"Percent",0.162,0.029
"1881","Gillespie",2006,"Number",758,432
"1882","Gillespie",2006,"Percent",0.164,0.033
"1883","Gillespie",2007,"Number",739,375
"1884","Gillespie",2007,"Percent",0.157,0.029
"1885","Gillespie",2008,"Number",753,409
"1886","Gillespie",2008,"Percent",0.16,0.031
"1887","Gillespie",2009,"Number",872,613
"1888","Gillespie",2009,"Percent",0.176,0.045
"1889","Gillespie",2010,"Number",1001,661
"1890","Gillespie",2010,"Percent",0.201,0.048
"1891","Gillespie",2011,"Number",1015,673
"1892","Gillespie",2011,"Percent",0.205,0.047
"1893","Glasscock",2001,"Number",103,20
"1894","Glasscock",2001,"Percent",0.244,0.03
"1895","Glasscock",2002,"Number",89,19
"1896","Glasscock",2002,"Percent",0.222,0.03
"1897","Glasscock",2003,"Number",56,23
"1898","Glasscock",2003,"Percent",0.144,0.038
"1899","Glasscock",2004,"Number",43,28
"1900","Glasscock",2004,"Percent",0.112,0.041
"1901","Glasscock",2005,"Number",53,27
"1902","Glasscock",2005,"Percent",0.139,0.042
"1903","Glasscock",2006,"Number",57,27
"1904","Glasscock",2006,"Percent",0.165,0.046
"1905","Glasscock",2007,"Number",44,22
"1906","Glasscock",2007,"Percent",0.153,0.037
"1907","Glasscock",2008,"Number",48,24
"1908","Glasscock",2008,"Percent",0.166,0.037
"1909","Glasscock",2009,"Number",52,32
"1910","Glasscock",2009,"Percent",0.162,0.049
"1911","Glasscock",2010,"Number",64,35
"1912","Glasscock",2010,"Percent",0.182,0.056
"1913","Glasscock",2011,"Number",60,30
"1914","Glasscock",2011,"Percent",0.176,0.044
"1915","Goliad",2001,"Number",373,102
"1916","Goliad",2001,"Percent",0.215,0.038
"1917","Goliad",2002,"Number",345,127
"1918","Goliad",2002,"Percent",0.202,0.046
"1919","Goliad",2003,"Number",368,129
"1920","Goliad",2003,"Percent",0.222,0.049
"1921","Goliad",2004,"Number",361,194
"1922","Goliad",2004,"Percent",0.223,0.057
"1923","Goliad",2005,"Number",381,168
"1924","Goliad",2005,"Percent",0.238,0.049
"1925","Goliad",2006,"Number",340,143
"1926","Goliad",2006,"Percent",0.215,0.041
"1927","Goliad",2007,"Number",345,134
"1928","Goliad",2007,"Percent",0.224,0.039
"1929","Goliad",2008,"Number",327,134
"1930","Goliad",2008,"Percent",0.216,0.038
"1931","Goliad",2009,"Number",372,238
"1932","Goliad",2009,"Percent",0.233,0.069
"1933","Goliad",2010,"Number",404,251
"1934","Goliad",2010,"Percent",0.253,0.073
"1935","Goliad",2011,"Number",393,221
"1936","Goliad",2011,"Percent",0.247,0.061
"1937","Gonzales",2001,"Number",1478,236
"1938","Gonzales",2001,"Percent",0.284,0.031
"1939","Gonzales",2002,"Number",1466,395
"1940","Gonzales",2002,"Percent",0.28,0.05
"1941","Gonzales",2003,"Number",1470,416
"1942","Gonzales",2003,"Percent",0.28,0.049
"1943","Gonzales",2004,"Number",1390,461
"1944","Gonzales",2004,"Percent",0.262,0.047
"1945","Gonzales",2005,"Number",1559,399
"1946","Gonzales",2005,"Percent",0.299,0.041
"1947","Gonzales",2006,"Number",1460,411
"1948","Gonzales",2006,"Percent",0.278,0.042
"1949","Gonzales",2007,"Number",1472,384
"1950","Gonzales",2007,"Percent",0.287,0.039
"1951","Gonzales",2008,"Number",1466,394
"1952","Gonzales",2008,"Percent",0.284,0.04
"1953","Gonzales",2009,"Number",1735,557
"1954","Gonzales",2009,"Percent",0.316,0.055
"1955","Gonzales",2010,"Number",1670,619
"1956","Gonzales",2010,"Percent",0.317,0.062
"1957","Gonzales",2011,"Number",1995,587
"1958","Gonzales",2011,"Percent",0.371,0.057
"1959","Gray",2001,"Number",961,316
"1960","Gray",2001,"Percent",0.188,0.035
"1961","Gray",2002,"Number",935,513
"1962","Gray",2002,"Percent",0.186,0.055
"1963","Gray",2003,"Number",1003,478
"1964","Gray",2003,"Percent",0.204,0.052
"1965","Gray",2004,"Number",930,562
"1966","Gray",2004,"Percent",0.189,0.054
"1967","Gray",2005,"Number",944,474
"1968","Gray",2005,"Percent",0.194,0.044
"1969","Gray",2006,"Number",958,437
"1970","Gray",2006,"Percent",0.19,0.04
"1971","Gray",2007,"Number",1086,386
"1972","Gray",2007,"Percent",0.214,0.035
"1973","Gray",2008,"Number",971,400
"1974","Gray",2008,"Percent",0.186,0.035
"1975","Gray",2009,"Number",1129,937
"1976","Gray",2009,"Percent",0.205,0.082
"1977","Gray",2010,"Number",1181,822
"1978","Gray",2010,"Percent",0.216,0.075
"1979","Gray",2011,"Number",1092,696
"1980","Gray",2011,"Percent",0.194,0.06
"1981","Grayson",2001,"Number",4907,2709
"1982","Grayson",2001,"Percent",0.174,0.054
"1983","Grayson",2002,"Number",5049,3516
"1984","Grayson",2002,"Percent",0.176,0.07
"1985","Grayson",2003,"Number",5500,3839
"1986","Grayson",2003,"Percent",0.194,0.074
"1987","Grayson",2004,"Number",5476,3518
"1988","Grayson",2004,"Percent",0.193,0.062
"1989","Grayson",2005,"Number",5197,2977
"1990","Grayson",2005,"Percent",0.186,0.052
"1991","Grayson",2006,"Number",5681,2810
"1992","Grayson",2006,"Percent",0.202,0.049
"1993","Grayson",2007,"Number",5159,2588
"1994","Grayson",2007,"Percent",0.183,0.047
"1995","Grayson",2008,"Number",5332,2945
"1996","Grayson",2008,"Percent",0.188,0.053
"1997","Grayson",2009,"Number",5972,4585
"1998","Grayson",2009,"Percent",0.207,0.081
"1999","Grayson",2010,"Number",6143,4838
"2000","Grayson",2010,"Percent",0.214,0.084
"2001","Grayson",2011,"Number",6755,4871
"2002","Grayson",2011,"Percent",0.237,0.083
"2003","Gregg",2001,"Number",6648,3155
"2004","Gregg",2001,"Percent",0.223,0.054
"2005","Gregg",2002,"Number",6743,4203
"2006","Gregg",2002,"Percent",0.224,0.07
"2007","Gregg",2003,"Number",7273,4175
"2008","Gregg",2003,"Percent",0.238,0.069
"2009","Gregg",2004,"Number",7106,3603
"2010","Gregg",2004,"Percent",0.232,0.061
"2011","Gregg",2005,"Number",8147,2993
"2012","Gregg",2005,"Percent",0.271,0.049
"2013","Gregg",2006,"Number",7316,2852
"2014","Gregg",2006,"Percent",0.241,0.046
"2015","Gregg",2007,"Number",7079,2419
"2016","Gregg",2007,"Percent",0.232,0.038
"2017","Gregg",2008,"Number",5758,2596
"2018","Gregg",2008,"Percent",0.188,0.04
"2019","Gregg",2009,"Number",7106,4662
"2020","Gregg",2009,"Percent",0.224,0.072
"2021","Gregg",2010,"Number",9084,4814
"2022","Gregg",2010,"Percent",0.298,0.072
"2023","Gregg",2011,"Number",7987,4514
"2024","Gregg",2011,"Percent",0.259,0.068
"2025","Grimes",2001,"Number",1241,440
"2026","Grimes",2001,"Percent",0.206,0.053
"2027","Grimes",2002,"Number",1272,666
"2028","Grimes",2002,"Percent",0.21,0.081
"2029","Grimes",2003,"Number",1311,746
"2030","Grimes",2003,"Percent",0.22,0.089
"2031","Grimes",2004,"Number",1276,724
"2032","Grimes",2004,"Percent",0.218,0.071
"2033","Grimes",2005,"Number",1361,616
"2034","Grimes",2005,"Percent",0.236,0.06
"2035","Grimes",2006,"Number",1391,578
"2036","Grimes",2006,"Percent",0.241,0.054
"2037","Grimes",2007,"Number",1367,498
"2038","Grimes",2007,"Percent",0.234,0.048
"2039","Grimes",2008,"Number",1241,564
"2040","Grimes",2008,"Percent",0.212,0.052
"2041","Grimes",2009,"Number",1402,998
"2042","Grimes",2009,"Percent",0.239,0.086
"2043","Grimes",2010,"Number",1644,1045
"2044","Grimes",2010,"Percent",0.275,0.088
"2045","Grimes",2011,"Number",1524,968
"2046","Grimes",2011,"Percent",0.257,0.079
"2047","Guadalupe",2001,"Number",4321,1314
"2048","Guadalupe",2001,"Percent",0.167,0.03
"2049","Guadalupe",2002,"Number",4301,2133
"2050","Guadalupe",2002,"Percent",0.164,0.044
"2051","Guadalupe",2003,"Number",4548,2053
"2052","Guadalupe",2003,"Percent",0.174,0.042
"2053","Guadalupe",2004,"Number",4192,2384
"2054","Guadalupe",2004,"Percent",0.159,0.048
"2055","Guadalupe",2005,"Number",3962,2230
"2056","Guadalupe",2005,"Percent",0.153,0.044
"2057","Guadalupe",2006,"Number",4621,2353
"2058","Guadalupe",2006,"Percent",0.172,0.044
"2059","Guadalupe",2007,"Number",4238,2114
"2060","Guadalupe",2007,"Percent",0.147,0.039
"2061","Guadalupe",2008,"Number",4412,2474
"2062","Guadalupe",2008,"Percent",0.148,0.044
"2063","Guadalupe",2009,"Number",5076,3839
"2064","Guadalupe",2009,"Percent",0.16,0.065
"2065","Guadalupe",2010,"Number",6245,4243
"2066","Guadalupe",2010,"Percent",0.173,0.069
"2067","Guadalupe",2011,"Number",5930,4388
"2068","Guadalupe",2011,"Percent",0.162,0.067
"2069","Hale",2001,"Number",2786,800
"2070","Hale",2001,"Percent",0.259,0.048
