"","Location","TimeFrame","DataFormat","Child","Unemployment"
"2791","Hutchinson",2003,"Number",1054,642
"2792","Hutchinson",2003,"Percent",0.179,0.074
"2793","Hutchinson",2004,"Number",1039,706
"2794","Hutchinson",2004,"Percent",0.177,0.065
"2795","Hutchinson",2005,"Number",1027,551
"2796","Hutchinson",2005,"Percent",0.178,0.055
"2797","Hutchinson",2006,"Number",1053,502
"2798","Hutchinson",2006,"Percent",0.183,0.046
"2799","Hutchinson",2007,"Number",1001,456
"2800","Hutchinson",2007,"Percent",0.182,0.04
"2801","Hutchinson",2008,"Number",910,478
"2802","Hutchinson",2008,"Percent",0.168,0.042
"2803","Hutchinson",2009,"Number",999,790
"2804","Hutchinson",2009,"Percent",0.176,0.069
"2805","Hutchinson",2010,"Number",1126,825
"2806","Hutchinson",2010,"Percent",0.199,0.073
"2807","Hutchinson",2011,"Number",1144,792
"2808","Hutchinson",2011,"Percent",0.201,0.068
"2809","Irion",2000,"Number",64,18
"2810","Irion",2000,"Percent",0.143,0.027
"2811","Irion",2001,"Number",74,17
"2812","Irion",2001,"Percent",0.173,0.023
"2813","Irion",2002,"Number",56,19
"2814","Irion",2002,"Percent",0.138,0.025
"2815","Irion",2003,"Number",64,30
"2816","Irion",2003,"Percent",0.166,0.039
"2817","Irion",2004,"Number",47,41
"2818","Irion",2004,"Percent",0.124,0.043
"2819","Irion",2005,"Number",54,33
"2820","Irion",2005,"Percent",0.142,0.035
"2821","Irion",2006,"Number",53,35
"2822","Irion",2006,"Percent",0.15,0.036
"2823","Irion",2007,"Number",46,30
"2824","Irion",2007,"Percent",0.126,0.03
"2825","Irion",2008,"Number",47,32
"2826","Irion",2008,"Percent",0.143,0.035
"2827","Irion",2009,"Number",58,48
"2828","Irion",2009,"Percent",0.166,0.053
"2829","Irion",2010,"Number",55,45
"2830","Irion",2010,"Percent",0.145,0.048
"2831","Irion",2011,"Number",62,48
"2832","Irion",2011,"Percent",0.172,0.055
"2833","Jack",2000,"Number",408,112
"2834","Jack",2000,"Percent",0.201,0.033
"2835","Jack",2001,"Number",398,104
"2836","Jack",2001,"Percent",0.195,0.032
"2837","Jack",2002,"Number",360,118
"2838","Jack",2002,"Percent",0.178,0.03
"2839","Jack",2003,"Number",361,131
"2840","Jack",2003,"Percent",0.185,0.032
"2841","Jack",2004,"Number",296,192
"2842","Jack",2004,"Percent",0.15,0.049
"2843","Jack",2005,"Number",344,184
"2844","Jack",2005,"Percent",0.177,0.045
"2845","Jack",2006,"Number",319,188
"2846","Jack",2006,"Percent",0.175,0.043
"2847","Jack",2007,"Number",287,161
"2848","Jack",2007,"Percent",0.16,0.034
"2849","Jack",2008,"Number",326,176
"2850","Jack",2008,"Percent",0.187,0.033
"2851","Jack",2009,"Number",340,340
"2852","Jack",2009,"Percent",0.189,0.063
"2853","Jack",2010,"Number",400,310
"2854","Jack",2010,"Percent",0.204,0.061
"2855","Jack",2011,"Number",394,288
"2856","Jack",2011,"Percent",0.201,0.054
"2857","Jackson",2000,"Number",737,208
"2858","Jackson",2000,"Percent",0.191,0.025
"2859","Jackson",2001,"Number",741,272
"2860","Jackson",2001,"Percent",0.197,0.033
"2861","Jackson",2002,"Number",749,349
"2862","Jackson",2002,"Percent",0.202,0.045
"2863","Jackson",2003,"Number",736,326
"2864","Jackson",2003,"Percent",0.197,0.041
"2865","Jackson",2004,"Number",761,403
"2866","Jackson",2004,"Percent",0.206,0.059
"2867","Jackson",2005,"Number",838,334
"2868","Jackson",2005,"Percent",0.231,0.05
"2869","Jackson",2006,"Number",777,307
"2870","Jackson",2006,"Percent",0.218,0.047
"2871","Jackson",2007,"Number",739,260
"2872","Jackson",2007,"Percent",0.214,0.039
"2873","Jackson",2008,"Number",687,280
"2874","Jackson",2008,"Percent",0.199,0.041
"2875","Jackson",2009,"Number",764,521
"2876","Jackson",2009,"Percent",0.211,0.075
"2877","Jackson",2010,"Number",887,505
"2878","Jackson",2010,"Percent",0.253,0.073
"2879","Jackson",2011,"Number",805,474
"2880","Jackson",2011,"Percent",0.23,0.066
"2881","Jasper",2000,"Number",2283,1387
"2882","Jasper",2000,"Percent",0.245,0.098
"2883","Jasper",2001,"Number",2239,1615
"2884","Jasper",2001,"Percent",0.243,0.114
"2885","Jasper",2002,"Number",2213,1641
"2886","Jasper",2002,"Percent",0.242,0.113
"2887","Jasper",2003,"Number",2434,1774
"2888","Jasper",2003,"Percent",0.268,0.121
"2889","Jasper",2004,"Number",2383,1455
"2890","Jasper",2004,"Percent",0.263,0.091
"2891","Jasper",2005,"Number",2549,1275
"2892","Jasper",2005,"Percent",0.286,0.081
"2893","Jasper",2006,"Number",2557,1014
"2894","Jasper",2006,"Percent",0.295,0.064
"2895","Jasper",2007,"Number",2459,891
"2896","Jasper",2007,"Percent",0.294,0.057
"2897","Jasper",2008,"Number",2417,1015
"2898","Jasper",2008,"Percent",0.294,0.065
"2899","Jasper",2009,"Number",2213,1629
"2900","Jasper",2009,"Percent",0.264,0.102
"2901","Jasper",2010,"Number",2557,1821
"2902","Jasper",2010,"Percent",0.292,0.115
"2903","Jasper",2011,"Number",2531,1871
"2904","Jasper",2011,"Percent",0.284,0.117
"2905","Jeff Davis",2000,"Number",127,29
"2906","Jeff Davis",2000,"Percent",0.269,0.022
"2907","Jeff Davis",2001,"Number",120,24
"2908","Jeff Davis",2001,"Percent",0.266,0.018
"2909","Jeff Davis",2002,"Number",113,36
"2910","Jeff Davis",2002,"Percent",0.249,0.024
"2911","Jeff Davis",2003,"Number",111,26
"2912","Jeff Davis",2003,"Percent",0.253,0.016
"2913","Jeff Davis",2004,"Number",78,49
"2914","Jeff Davis",2004,"Percent",0.181,0.036
"2915","Jeff Davis",2005,"Number",94,45
"2916","Jeff Davis",2005,"Percent",0.222,0.039
"2917","Jeff Davis",2006,"Number",96,49
"2918","Jeff Davis",2006,"Percent",0.224,0.041
"2919","Jeff Davis",2007,"Number",88,41
"2920","Jeff Davis",2007,"Percent",0.215,0.035
"2921","Jeff Davis",2008,"Number",83,45
"2922","Jeff Davis",2008,"Percent",0.217,0.037
"2923","Jeff Davis",2009,"Number",101,60
"2924","Jeff Davis",2009,"Percent",0.231,0.051
"2925","Jeff Davis",2010,"Number",73,64
"2926","Jeff Davis",2010,"Percent",0.185,0.053
"2927","Jeff Davis",2011,"Number",98,68
"2928","Jeff Davis",2011,"Percent",0.282,0.057
"2929","Jefferson",2000,"Number",14839,8955
"2930","Jefferson",2000,"Percent",0.233,0.077
"2931","Jefferson",2001,"Number",15287,9023
"2932","Jefferson",2001,"Percent",0.242,0.079
"2933","Jefferson",2002,"Number",15515,9208
"2934","Jefferson",2002,"Percent",0.246,0.079
"2935","Jefferson",2003,"Number",15933,10739
"2936","Jefferson",2003,"Percent",0.255,0.09
"2937","Jefferson",2004,"Number",16437,9534
"2938","Jefferson",2004,"Percent",0.265,0.084
"2939","Jefferson",2005,"Number",17870,8911
"2940","Jefferson",2005,"Percent",0.293,0.079
"2941","Jefferson",2006,"Number",18072,7050
"2942","Jefferson",2006,"Percent",0.303,0.062
"2943","Jefferson",2007,"Number",14202,6224
"2944","Jefferson",2007,"Percent",0.245,0.055
"2945","Jefferson",2008,"Number",15848,7774
"2946","Jefferson",2008,"Percent",0.273,0.068
"2947","Jefferson",2009,"Number",15651,11238
"2948","Jefferson",2009,"Percent",0.265,0.097
"2949","Jefferson",2010,"Number",19816,12869
"2950","Jefferson",2010,"Percent",0.335,0.109
"2951","Jefferson",2011,"Number",17101,13614
"2952","Jefferson",2011,"Percent",0.287,0.113
"2953","Jim Hogg",2000,"Number",521,161
"2954","Jim Hogg",2000,"Percent",0.332,0.074
"2955","Jim Hogg",2001,"Number",482,93
"2956","Jim Hogg",2001,"Percent",0.316,0.045
"2957","Jim Hogg",2002,"Number",461,156
"2958","Jim Hogg",2002,"Percent",0.303,0.07
"2959","Jim Hogg",2003,"Number",463,156
"2960","Jim Hogg",2003,"Percent",0.315,0.066
"2961","Jim Hogg",2004,"Number",429,133
"2962","Jim Hogg",2004,"Percent",0.299,0.051
"2963","Jim Hogg",2005,"Number",491,131
"2964","Jim Hogg",2005,"Percent",0.349,0.05
"2965","Jim Hogg",2006,"Number",463,121
"2966","Jim Hogg",2006,"Percent",0.331,0.044
"2967","Jim Hogg",2007,"Number",427,105
"2968","Jim Hogg",2007,"Percent",0.322,0.038
"2969","Jim Hogg",2008,"Number",431,108
"2970","Jim Hogg",2008,"Percent",0.322,0.039
"2971","Jim Hogg",2009,"Number",495,238
"2972","Jim Hogg",2009,"Percent",0.335,0.078
"2973","Jim Hogg",2010,"Number",566,237
"2974","Jim Hogg",2010,"Percent",0.368,0.079
"2975","Jim Hogg",2011,"Number",540,203
"2976","Jim Hogg",2011,"Percent",0.358,0.065
"2977","Jim Wells",2000,"Number",3732,1213
"2978","Jim Wells",2000,"Percent",0.305,0.072
"2979","Jim Wells",2001,"Number",3661,995
"2980","Jim Wells",2001,"Percent",0.298,0.057
"2981","Jim Wells",2002,"Number",3707,1376
"2982","Jim Wells",2002,"Percent",0.302,0.079
"2983","Jim Wells",2003,"Number",3743,1436
"2984","Jim Wells",2003,"Percent",0.309,0.077
"2985","Jim Wells",2004,"Number",3562,1300
"2986","Jim Wells",2004,"Percent",0.302,0.066
"2987","Jim Wells",2005,"Number",3953,1101
"2988","Jim Wells",2005,"Percent",0.34,0.055
"2989","Jim Wells",2006,"Number",3613,985
"2990","Jim Wells",2006,"Percent",0.307,0.048
"2991","Jim Wells",2007,"Number",3580,855
"2992","Jim Wells",2007,"Percent",0.307,0.04
"2993","Jim Wells",2008,"Number",3636,922
"2994","Jim Wells",2008,"Percent",0.315,0.043
"2995","Jim Wells",2009,"Number",3987,1990
"2996","Jim Wells",2009,"Percent",0.331,0.089
"2997","Jim Wells",2010,"Number",3775,1842
"2998","Jim Wells",2010,"Percent",0.325,0.086
"2999","Jim Wells",2011,"Number",4464,1559
"3000","Jim Wells",2011,"Percent",0.381,0.067
"3001","Johnson",2000,"Number",5186,2217
"3002","Johnson",2000,"Percent",0.139,0.035
"3003","Johnson",2001,"Number",5416,2655
"3004","Johnson",2001,"Percent",0.143,0.041
"3005","Johnson",2002,"Number",5772,4069
"3006","Johnson",2002,"Percent",0.151,0.062
"3007","Johnson",2003,"Number",6155,4493
"3008","Johnson",2003,"Percent",0.16,0.067
"3009","Johnson",2004,"Number",6037,4159
"3010","Johnson",2004,"Percent",0.157,0.059
"3011","Johnson",2005,"Number",6772,3435
"3012","Johnson",2005,"Percent",0.178,0.047
"3013","Johnson",2006,"Number",5728,3424
"3014","Johnson",2006,"Percent",0.151,0.046
"3015","Johnson",2007,"Number",6343,3044
"3016","Johnson",2007,"Percent",0.164,0.041
"3017","Johnson",2008,"Number",5420,3406
"3018","Johnson",2008,"Percent",0.138,0.047
"3019","Johnson",2009,"Number",6763,6179
"3020","Johnson",2009,"Percent",0.162,0.082
"3021","Johnson",2010,"Number",7383,6290
"3022","Johnson",2010,"Percent",0.182,0.083
"3023","Johnson",2011,"Number",8134,5599
"3024","Johnson",2011,"Percent",0.201,0.076
"3025","Jones",2000,"Number",1175,308
"3026","Jones",2000,"Percent",0.279,0.032
"3027","Jones",2001,"Number",1085,261
"3028","Jones",2001,"Percent",0.263,0.028
"3029","Jones",2002,"Number",1030,343
"3030","Jones",2002,"Percent",0.256,0.035
"3031","Jones",2003,"Number",1048,342
"3032","Jones",2003,"Percent",0.271,0.034
"3033","Jones",2004,"Number",962,490
"3034","Jones",2004,"Percent",0.26,0.061
"3035","Jones",2005,"Number",1079,438
"3036","Jones",2005,"Percent",0.296,0.054
"3037","Jones",2006,"Number",1075,441
"3038","Jones",2006,"Percent",0.299,0.055
"3039","Jones",2007,"Number",987,376
"3040","Jones",2007,"Percent",0.288,0.048
"3041","Jones",2008,"Number",961,391
"3042","Jones",2008,"Percent",0.286,0.05
"3043","Jones",2009,"Number",1021,614
"3044","Jones",2009,"Percent",0.291,0.078
"3045","Jones",2010,"Number",1097,625
"3046","Jones",2010,"Percent",0.299,0.08
"3047","Jones",2011,"Number",1100,607
"3048","Jones",2011,"Percent",0.305,0.075
"3049","Karnes",2000,"Number",959,230
"3050","Karnes",2000,"Percent",0.285,0.039
"3051","Karnes",2001,"Number",907,226
"3052","Karnes",2001,"Percent",0.281,0.038
"3053","Karnes",2002,"Number",900,295
"3054","Karnes",2002,"Percent",0.279,0.051
"3055","Karnes",2003,"Number",921,316
"3056","Karnes",2003,"Percent",0.288,0.053
"3057","Karnes",2004,"Number",909,395
"3058","Karnes",2004,"Percent",0.29,0.069
"3059","Karnes",2005,"Number",1052,351
"3060","Karnes",2005,"Percent",0.34,0.064
"3061","Karnes",2006,"Number",956,339
"3062","Karnes",2006,"Percent",0.317,0.062
"3063","Karnes",2007,"Number",954,300
"3064","Karnes",2007,"Percent",0.322,0.058
"3065","Karnes",2008,"Number",879,320
"3066","Karnes",2008,"Percent",0.299,0.061
"3067","Karnes",2009,"Number",920,502
"3068","Karnes",2009,"Percent",0.301,0.092
"3069","Karnes",2010,"Number",982,520
"3070","Karnes",2010,"Percent",0.333,0.094
"3071","Karnes",2011,"Number",953,464
"3072","Karnes",2011,"Percent",0.321,0.084
"3073","Kaufman",2000,"Number",3364,1427
"3074","Kaufman",2000,"Percent",0.157,0.042
"3075","Kaufman",2001,"Number",3421,1951
"3076","Kaufman",2001,"Percent",0.156,0.056
"3077","Kaufman",2002,"Number",3498,3198
"3078","Kaufman",2002,"Percent",0.155,0.087
"3079","Kaufman",2003,"Number",3826,3470
"3080","Kaufman",2003,"Percent",0.166,0.096
"3081","Kaufman",2004,"Number",3823,2706
"3082","Kaufman",2004,"Percent",0.162,0.066
"3083","Kaufman",2005,"Number",3617,2190
"3084","Kaufman",2005,"Percent",0.155,0.052
"3085","Kaufman",2006,"Number",4131,2244
"3086","Kaufman",2006,"Percent",0.171,0.05
"3087","Kaufman",2007,"Number",4117,2136
"3088","Kaufman",2007,"Percent",0.158,0.047
"3089","Kaufman",2008,"Number",3914,2471
"3090","Kaufman",2008,"Percent",0.144,0.054
"3091","Kaufman",2009,"Number",5077,3886
"3092","Kaufman",2009,"Percent",0.17,0.083
"3093","Kaufman",2010,"Number",5105,4292
"3094","Kaufman",2010,"Percent",0.173,0.09
"3095","Kaufman",2011,"Number",5209,4168
"3096","Kaufman",2011,"Percent",0.175,0.083
"3097","Kendall",2000,"Number",868,296
"3098","Kendall",2000,"Percent",0.133,0.021
"3099","Kendall",2001,"Number",871,345
"3100","Kendall",2001,"Percent",0.131,0.023
"3101","Kendall",2002,"Number",774,500
"3102","Kendall",2002,"Percent",0.114,0.03
"3103","Kendall",2003,"Number",838,549
"3104","Kendall",2003,"Percent",0.124,0.03
"3105","Kendall",2004,"Number",888,603
"3106","Kendall",2004,"Percent",0.128,0.045
"3107","Kendall",2005,"Number",867,531
"3108","Kendall",2005,"Percent",0.128,0.038
"3109","Kendall",2006,"Number",888,586
"3110","Kendall",2006,"Percent",0.126,0.039
"3111","Kendall",2007,"Number",952,541
"3112","Kendall",2007,"Percent",0.128,0.035
"3113","Kendall",2008,"Number",926,605
"3114","Kendall",2008,"Percent",0.121,0.038
"3115","Kendall",2009,"Number",1104,938
"3116","Kendall",2009,"Percent",0.13,0.057
"3117","Kendall",2010,"Number",1142,1022
"3118","Kendall",2010,"Percent",0.142,0.06
"3119","Kendall",2011,"Number",1222,1034
"3120","Kendall",2011,"Percent",0.15,0.062
"3121","Kenedy",2000,"Number",34,3
"3122","Kenedy",2000,"Percent",0.322,0.014
"3123","Kenedy",2001,"Number",33,4
"3124","Kenedy",2001,"Percent",0.305,0.018
"3125","Kenedy",2002,"Number",19,8
"3126","Kenedy",2002,"Percent",0.183,0.039
"3127","Kenedy",2003,"Number",22,4
"3128","Kenedy",2003,"Percent",0.198,0.018
"3129","Kenedy",2004,"Number",23,11
"3130","Kenedy",2004,"Percent",0.211,0.047
"3131","Kenedy",2005,"Number",28,8
"3132","Kenedy",2005,"Percent",0.264,0.033
"3133","Kenedy",2006,"Number",23,7
"3134","Kenedy",2006,"Percent",0.23,0.028
"3135","Kenedy",2007,"Number",21,7
"3136","Kenedy",2007,"Percent",0.236,0.029
"3137","Kenedy",2008,"Number",22,8
"3138","Kenedy",2008,"Percent",0.247,0.033
"3139","Kenedy",2009,"Number",23,15
"3140","Kenedy",2009,"Percent",0.261,0.06
"3141","Kenedy",2010,"Number",18,13
"3142","Kenedy",2010,"Percent",0.176,0.055
"3143","Kenedy",2011,"Number",30,12
"3144","Kenedy",2011,"Percent",0.273,0.047
"3145","Kent",2000,"Number",33,11
"3146","Kent",2000,"Percent",0.197,0.026
"3147","Kent",2001,"Number",34,8
"3148","Kent",2001,"Percent",0.204,0.02
"3149","Kent",2002,"Number",18,10
"3150","Kent",2002,"Percent",0.112,0.025
"3151","Kent",2003,"Number",17,22
"3152","Kent",2003,"Percent",0.128,0.045
"3153","Kent",2004,"Number",20,21
"3154","Kent",2004,"Percent",0.138,0.043
"3155","Kent",2005,"Number",22,19
"3156","Kent",2005,"Percent",0.158,0.042
"3157","Kent",2006,"Number",27,18
"3158","Kent",2006,"Percent",0.203,0.046
"3159","Kent",2007,"Number",14,15
"3160","Kent",2007,"Percent",0.109,0.035
"3161","Kent",2008,"Number",21,20
"3162","Kent",2008,"Percent",0.167,0.045
"3163","Kent",2009,"Number",27,25
"3164","Kent",2009,"Percent",0.182,0.054
"3165","Kent",2010,"Number",29,26
"3166","Kent",2010,"Percent",0.168,0.059
"3167","Kent",2011,"Number",34,27
"3168","Kent",2011,"Percent",0.192,0.06
"3169","Kerr",2000,"Number",2302,356
"3170","Kerr",2000,"Percent",0.236,0.02
"3171","Kerr",2001,"Number",2257,462
"3172","Kerr",2001,"Percent",0.23,0.026
"3173","Kerr",2002,"Number",2103,599
"3174","Kerr",2002,"Percent",0.212,0.032
"3175","Kerr",2003,"Number",2167,620
"3176","Kerr",2003,"Percent",0.222,0.033
"3177","Kerr",2004,"Number",2073,950
"3178","Kerr",2004,"Percent",0.211,0.045
"3179","Kerr",2005,"Number",2482,833
"3180","Kerr",2005,"Percent",0.257,0.036
"3181","Kerr",2006,"Number",2559,942
"3182","Kerr",2006,"Percent",0.264,0.041
"3183","Kerr",2007,"Number",3032,804
"3184","Kerr",2007,"Percent",0.304,0.036
"3185","Kerr",2008,"Number",2413,930
"3186","Kerr",2008,"Percent",0.242,0.04
"3187","Kerr",2009,"Number",2615,1369
"3188","Kerr",2009,"Percent",0.261,0.058
"3189","Kerr",2010,"Number",2738,1443
"3190","Kerr",2010,"Percent",0.281,0.062
"3191","Kerr",2011,"Number",2654,1497
"3192","Kerr",2011,"Percent",0.274,0.064
"3193","Kimble",2000,"Number",304,52
"3194","Kimble",2000,"Percent",0.296,0.023
"3195","Kimble",2001,"Number",302,39
"3196","Kimble",2001,"Percent",0.292,0.017
"3197","Kimble",2002,"Number",267,54
"3198","Kimble",2002,"Percent",0.256,0.023
"3199","Kimble",2003,"Number",283,61
"3200","Kimble",2003,"Percent",0.279,0.027
"3201","Kimble",2004,"Number",271,93
"3202","Kimble",2004,"Percent",0.267,0.042
"3203","Kimble",2005,"Number",316,90
"3204","Kimble",2005,"Percent",0.316,0.039
"3205","Kimble",2006,"Number",294,89
"3206","Kimble",2006,"Percent",0.31,0.04
"3207","Kimble",2007,"Number",297,79
"3208","Kimble",2007,"Percent",0.319,0.035
"3209","Kimble",2008,"Number",289,85
"3210","Kimble",2008,"Percent",0.317,0.038
"3211","Kimble",2009,"Number",299,111
"3212","Kimble",2009,"Percent",0.33,0.052
"3213","Kimble",2010,"Number",314,134
"3214","Kimble",2010,"Percent",0.337,0.065
"3215","Kimble",2011,"Number",325,138
"3216","Kimble",2011,"Percent",0.354,0.068
"3217","King",2000,"Number",13,5
"3218","King",2000,"Percent",0.148,0.035
"3219","King",2001,"Number",9,6
"3220","King",2001,"Percent",0.115,0.038
"3221","King",2002,"Number",12,5
"3222","King",2002,"Percent",0.159,0.028
"3223","King",2003,"Number",16,6
"3224","King",2003,"Percent",0.208,0.039
"3225","King",2004,"Number",9,7
"3226","King",2004,"Percent",0.118,0.027
"3227","King",2005,"Number",12,7
"3228","King",2005,"Percent",0.156,0.043
"3229","King",2006,"Number",11,8
"3230","King",2006,"Percent",0.183,0.05
"3231","King",2007,"Number",15,8
"3232","King",2007,"Percent",0.224,0.045
"3233","King",2008,"Number",10,8
"3234","King",2008,"Percent",0.169,0.042
"3235","King",2009,"Number",14,10
"3236","King",2009,"Percent",0.233,0.052
"3237","King",2010,"Number",11,13
"3238","King",2010,"Percent",0.153,0.067
"3239","King",2011,"Number",6,12
"3240","King",2011,"Percent",0.103,0.057
"3241","Kinney",2000,"Number",300,85
"3242","Kinney",2000,"Percent",0.353,0.074
"3243","Kinney",2001,"Number",253,71
"3244","Kinney",2001,"Percent",0.305,0.063
"3245","Kinney",2002,"Number",216,90
"3246","Kinney",2002,"Percent",0.27,0.072
"3247","Kinney",2003,"Number",229,90
"3248","Kinney",2003,"Percent",0.293,0.071
"3249","Kinney",2004,"Number",211,94
"3250","Kinney",2004,"Percent",0.278,0.063
"3251","Kinney",2005,"Number",243,85
"3252","Kinney",2005,"Percent",0.325,0.059
"3253","Kinney",2006,"Number",240,79
"3254","Kinney",2006,"Percent",0.324,0.06
"3255","Kinney",2007,"Number",229,66
"3256","Kinney",2007,"Percent",0.313,0.048
"3257","Kinney",2008,"Number",220,75
"3258","Kinney",2008,"Percent",0.328,0.054
"3259","Kinney",2009,"Number",219,113
"3260","Kinney",2009,"Percent",0.302,0.077
"3261","Kinney",2010,"Number",267,135
"3262","Kinney",2010,"Percent",0.368,0.09
"3263","Kinney",2011,"Number",239,131
"3264","Kinney",2011,"Percent",0.327,0.086
"3265","Kleberg",2000,"Number",2646,658
"3266","Kleberg",2000,"Percent",0.316,0.053
"3267","Kleberg",2001,"Number",2538,597
"3268","Kleberg",2001,"Percent",0.303,0.048
"3269","Kleberg",2002,"Number",2510,823
"3270","Kleberg",2002,"Percent",0.297,0.065
"3271","Kleberg",2003,"Number",2562,845
"3272","Kleberg",2003,"Percent",0.312,0.06
"3273","Kleberg",2004,"Number",2509,940
"3274","Kleberg",2004,"Percent",0.311,0.059
"3275","Kleberg",2005,"Number",2458,868
"3276","Kleberg",2005,"Percent",0.31,0.052
"3277","Kleberg",2006,"Number",2810,767
"3278","Kleberg",2006,"Percent",0.355,0.047
"3279","Kleberg",2007,"Number",2489,668
"3280","Kleberg",2007,"Percent",0.328,0.041
"3281","Kleberg",2008,"Number",2325,703
"3282","Kleberg",2008,"Percent",0.303,0.043
"3283","Kleberg",2009,"Number",2266,1164
"3284","Kleberg",2009,"Percent",0.296,0.068
"3285","Kleberg",2010,"Number",2613,1211
"3286","Kleberg",2010,"Percent",0.328,0.07
"3287","Kleberg",2011,"Number",2735,1218
"3288","Kleberg",2011,"Percent",0.349,0.069
"3289","Knox",2000,"Number",433,76
"3290","Knox",2000,"Percent",0.389,0.04
"3291","Knox",2001,"Number",392,60
"3292","Knox",2001,"Percent",0.362,0.033
"3293","Knox",2002,"Number",329,73
"3294","Knox",2002,"Percent",0.312,0.039
"3295","Knox",2003,"Number",336,88
"3296","Knox",2003,"Percent",0.317,0.044
"3297","Knox",2004,"Number",308,107
"3298","Knox",2004,"Percent",0.305,0.054
"3299","Knox",2005,"Number",372,89
"3300","Knox",2005,"Percent",0.374,0.05
"3301","Knox",2006,"Number",338,76
"3302","Knox",2006,"Percent",0.355,0.042
"3303","Knox",2007,"Number",299,71
"3304","Knox",2007,"Percent",0.346,0.039
"3305","Knox",2008,"Number",270,72
"3306","Knox",2008,"Percent",0.346,0.039
"3307","Knox",2009,"Number",285,112
"3308","Knox",2009,"Percent",0.355,0.061
"3309","Knox",2010,"Number",332,106
"3310","Knox",2010,"Percent",0.357,0.058
"3311","Knox",2011,"Number",321,110
"3312","Knox",2011,"Percent",0.346,0.061
"3313","La Salle",2000,"Number",667,201
"3314","La Salle",2000,"Percent",0.397,0.072
"3315","La Salle",2001,"Number",643,168
"3316","La Salle",2001,"Percent",0.386,0.062
"3317","La Salle",2002,"Number",613,204
"3318","La Salle",2002,"Percent",0.369,0.073
"3319","La Salle",2003,"Number",608,179
"3320","La Salle",2003,"Percent",0.37,0.062
"3321","La Salle",2004,"Number",570,162
"3322","La Salle",2004,"Percent",0.349,0.069
"3323","La Salle",2005,"Number",670,148
"3324","La Salle",2005,"Percent",0.417,0.055
"3325","La Salle",2006,"Number",626,144
"3326","La Salle",2006,"Percent",0.397,0.053
"3327","La Salle",2007,"Number",598,138
"3328","La Salle",2007,"Percent",0.386,0.049
"3329","La Salle",2008,"Number",610,162
"3330","La Salle",2008,"Percent",0.406,0.056
"3331","La Salle",2009,"Number",655,277
"3332","La Salle",2009,"Percent",0.415,0.097
"3333","La Salle",2010,"Number",652,248
"3334","La Salle",2010,"Percent",0.449,0.079
"3335","La Salle",2011,"Number",630,245
"3336","La Salle",2011,"Percent",0.422,0.065
"3337","Lamar",2000,"Number",3181,1120
"3338","Lamar",2000,"Percent",0.252,0.051
"3339","Lamar",2001,"Number",3200,1438
"3340","Lamar",2001,"Percent",0.253,0.066
"3341","Lamar",2002,"Number",3257,1558
"3342","Lamar",2002,"Percent",0.255,0.071
"3343","Lamar",2003,"Number",3385,1706
"3344","Lamar",2003,"Percent",0.267,0.076
"3345","Lamar",2004,"Number",3283,1529
"3346","Lamar",2004,"Percent",0.26,0.065
"3347","Lamar",2005,"Number",3378,1424
"3348","Lamar",2005,"Percent",0.272,0.061
"3349","Lamar",2006,"Number",3373,1312
"3350","Lamar",2006,"Percent",0.273,0.055
"3351","Lamar",2007,"Number",2804,1143
"3352","Lamar",2007,"Percent",0.232,0.047
"3353","Lamar",2008,"Number",2938,1299
"3354","Lamar",2008,"Percent",0.246,0.055
"3355","Lamar",2009,"Number",3370,1846
"3356","Lamar",2009,"Percent",0.282,0.078
"3357","Lamar",2010,"Number",3263,2140
"3358","Lamar",2010,"Percent",0.274,0.09
"3359","Lamar",2011,"Number",3609,2332
"3360","Lamar",2011,"Percent",0.303,0.097
"3361","Lamb",2000,"Number",1196,397
"3362","Lamb",2000,"Percent",0.285,0.062
"3363","Lamb",2001,"Number",1135,444
"3364","Lamb",2001,"Percent",0.274,0.067
"3365","Lamb",2002,"Number",1050,377
"3366","Lamb",2002,"Percent",0.254,0.057
"3367","Lamb",2003,"Number",1126,427
"3368","Lamb",2003,"Percent",0.277,0.062
"3369","Lamb",2004,"Number",1094,444
"3370","Lamb",2004,"Percent",0.274,0.059
"3371","Lamb",2005,"Number",1178,364
"3372","Lamb",2005,"Percent",0.299,0.05
"3373","Lamb",2006,"Number",1118,342
"3374","Lamb",2006,"Percent",0.287,0.048
"3375","Lamb",2007,"Number",1092,289
"3376","Lamb",2007,"Percent",0.29,0.041
"3377","Lamb",2008,"Number",1130,325
"3378","Lamb",2008,"Percent",0.306,0.045
"3379","Lamb",2009,"Number",1090,524
"3380","Lamb",2009,"Percent",0.295,0.074
"3381","Lamb",2010,"Number",1325,492
"3382","Lamb",2010,"Percent",0.327,0.071
"3383","Lamb",2011,"Number",1512,499
"3384","Lamb",2011,"Percent",0.362,0.072
"3385","Lampasas",2000,"Number",1068,247
"3386","Lampasas",2000,"Percent",0.219,0.029
"3387","Lampasas",2001,"Number",1059,288
"3388","Lampasas",2001,"Percent",0.213,0.031
"3389","Lampasas",2002,"Number",990,381
"3390","Lampasas",2002,"Percent",0.196,0.039
"3391","Lampasas",2003,"Number",1133,399
"3392","Lampasas",2003,"Percent",0.215,0.039
"3393","Lampasas",2004,"Number",1065,443
"3394","Lampasas",2004,"Percent",0.225,0.045
"3395","Lampasas",2005,"Number",1284,413
