"","Location","TimeFrame","DataFormat","Child","Unemployment"
"1348","Dallas",2001,"Percent",0.192,0.053
"1349","Dallas",2002,"Number",131929,99533
"1350","Dallas",2002,"Percent",0.202,0.078
"1351","Dallas",2003,"Number",153274,97810
"1352","Dallas",2003,"Percent",0.235,0.079
"1353","Dallas",2004,"Number",154985,79901
"1354","Dallas",2004,"Percent",0.236,0.068
"1355","Dallas",2005,"Number",152672,67505
"1356","Dallas",2005,"Percent",0.236,0.057
"1357","Dallas",2006,"Number",158381,60317
"1358","Dallas",2006,"Percent",0.24,0.051
"1359","Dallas",2007,"Number",167374,52656
"1360","Dallas",2007,"Percent",0.255,0.045
"1361","Dallas",2008,"Number",171467,62405
"1362","Dallas",2008,"Percent",0.255,0.054
"1363","Dallas",2009,"Number",184940,95090
"1364","Dallas",2009,"Percent",0.272,0.082
"1365","Dallas",2010,"Number",190014,102781
"1366","Dallas",2010,"Percent",0.293,0.088
"1367","Dallas",2011,"Number",197527,98479
"1368","Dallas",2011,"Percent",0.3,0.084
"1369","Dawson",2000,"Number",1213,312
"1370","Dawson",2000,"Percent",0.325,0.049
"1371","Dawson",2001,"Number",1166,294
"1372","Dawson",2001,"Percent",0.321,0.047
"1373","Dawson",2002,"Number",1101,343
"1374","Dawson",2002,"Percent",0.308,0.062
"1375","Dawson",2003,"Number",1075,378
"1376","Dawson",2003,"Percent",0.311,0.065
"1377","Dawson",2004,"Number",1037,416
"1378","Dawson",2004,"Percent",0.3,0.074
"1379","Dawson",2005,"Number",1183,373
"1380","Dawson",2005,"Percent",0.348,0.071
"1381","Dawson",2006,"Number",1102,347
"1382","Dawson",2006,"Percent",0.328,0.068
"1383","Dawson",2007,"Number",1112,276
"1384","Dawson",2007,"Percent",0.347,0.054
"1385","Dawson",2008,"Number",1009,281
"1386","Dawson",2008,"Percent",0.319,0.054
"1387","Dawson",2009,"Number",1027,441
"1388","Dawson",2009,"Percent",0.316,0.081
"1389","Dawson",2010,"Number",1185,442
"1390","Dawson",2010,"Percent",0.355,0.082
"1391","Dawson",2011,"Number",1059,440
"1392","Dawson",2011,"Percent",0.321,0.079
"1393","Deaf Smith",2000,"Number",1733,467
"1394","Deaf Smith",2000,"Percent",0.284,0.062
"1395","Deaf Smith",2001,"Number",1684,368
"1396","Deaf Smith",2001,"Percent",0.276,0.05
"1397","Deaf Smith",2002,"Number",1509,456
"1398","Deaf Smith",2002,"Percent",0.246,0.064
"1399","Deaf Smith",2003,"Number",1490,415
"1400","Deaf Smith",2003,"Percent",0.246,0.06
"1401","Deaf Smith",2004,"Number",1592,458
"1402","Deaf Smith",2004,"Percent",0.262,0.057
"1403","Deaf Smith",2005,"Number",1876,414
"1404","Deaf Smith",2005,"Percent",0.313,0.049
"1405","Deaf Smith",2006,"Number",1730,362
"1406","Deaf Smith",2006,"Percent",0.288,0.044
"1407","Deaf Smith",2007,"Number",1758,317
"1408","Deaf Smith",2007,"Percent",0.3,0.037
"1409","Deaf Smith",2008,"Number",1637,342
"1410","Deaf Smith",2008,"Percent",0.28,0.038
"1411","Deaf Smith",2009,"Number",1635,491
"1412","Deaf Smith",2009,"Percent",0.278,0.053
"1413","Deaf Smith",2010,"Number",1870,523
"1414","Deaf Smith",2010,"Percent",0.304,0.057
"1415","Deaf Smith",2011,"Number",1899,526
"1416","Deaf Smith",2011,"Percent",0.305,0.056
"1417","Delta",2000,"Number",330,131
"1418","Delta",2000,"Percent",0.25,0.04
"1419","Delta",2001,"Number",334,134
"1420","Delta",2001,"Percent",0.26,0.046
"1421","Delta",2002,"Number",315,134
"1422","Delta",2002,"Percent",0.246,0.048
"1423","Delta",2003,"Number",309,125
"1424","Delta",2003,"Percent",0.239,0.044
"1425","Delta",2004,"Number",287,183
"1426","Delta",2004,"Percent",0.225,0.073
"1427","Delta",2005,"Number",314,142
"1428","Delta",2005,"Percent",0.249,0.057
"1429","Delta",2006,"Number",341,128
"1430","Delta",2006,"Percent",0.28,0.051
"1431","Delta",2007,"Number",312,115
"1432","Delta",2007,"Percent",0.263,0.047
"1433","Delta",2008,"Number",349,125
"1434","Delta",2008,"Percent",0.293,0.053
"1435","Delta",2009,"Number",318,196
"1436","Delta",2009,"Percent",0.279,0.084
"1437","Delta",2010,"Number",327,210
"1438","Delta",2010,"Percent",0.278,0.091
"1439","Delta",2011,"Number",373,207
"1440","Delta",2011,"Percent",0.324,0.089
"1441","Denton",2000,"Number",9362,5227
"1442","Denton",2000,"Percent",0.073,0.02
"1443","Denton",2001,"Number",10341,7916
"1444","Denton",2001,"Percent",0.077,0.03
"1445","Denton",2002,"Number",11052,13166
"1446","Denton",2002,"Percent",0.079,0.047
"1447","Denton",2003,"Number",14169,13980
"1448","Denton",2003,"Percent",0.098,0.05
"1449","Denton",2004,"Number",14342,13095
"1450","Denton",2004,"Percent",0.096,0.044
"1451","Denton",2005,"Number",11845,13174
"1452","Denton",2005,"Percent",0.081,0.043
"1453","Denton",2006,"Number",13496,13821
"1454","Denton",2006,"Percent",0.088,0.042
"1455","Denton",2007,"Number",12567,13042
"1456","Denton",2007,"Percent",0.075,0.039
"1457","Denton",2008,"Number",12429,15371
"1458","Denton",2008,"Percent",0.072,0.045
"1459","Denton",2009,"Number",16430,25047
"1460","Denton",2009,"Percent",0.093,0.072
"1461","Denton",2010,"Number",17060,26626
"1462","Denton",2010,"Percent",0.094,0.075
"1463","Denton",2011,"Number",21436,26031
"1464","Denton",2011,"Percent",0.116,0.07
"1465","DeWitt",2000,"Number",1210,298
"1466","DeWitt",2000,"Percent",0.258,0.036
"1467","DeWitt",2001,"Number",1145,303
"1468","DeWitt",2001,"Percent",0.247,0.036
"1469","DeWitt",2002,"Number",1117,424
"1470","DeWitt",2002,"Percent",0.245,0.045
"1471","DeWitt",2003,"Number",1198,399
"1472","DeWitt",2003,"Percent",0.264,0.046
"1473","DeWitt",2004,"Number",1187,520
"1474","DeWitt",2004,"Percent",0.26,0.055
"1475","DeWitt",2005,"Number",1248,422
"1476","DeWitt",2005,"Percent",0.277,0.045
"1477","DeWitt",2006,"Number",1181,427
"1478","DeWitt",2006,"Percent",0.272,0.044
"1479","DeWitt",2007,"Number",1145,371
"1480","DeWitt",2007,"Percent",0.272,0.041
"1481","DeWitt",2008,"Number",1076,383
"1482","DeWitt",2008,"Percent",0.26,0.042
"1483","DeWitt",2009,"Number",1187,705
"1484","DeWitt",2009,"Percent",0.274,0.077
"1485","DeWitt",2010,"Number",1414,737
"1486","DeWitt",2010,"Percent",0.323,0.079
"1487","DeWitt",2011,"Number",1258,656
"1488","DeWitt",2011,"Percent",0.284,0.067
"1489","Dickens",2000,"Number",131,35
"1490","Dickens",2000,"Percent",0.267,0.042
"1491","Dickens",2001,"Number",121,24
"1492","Dickens",2001,"Percent",0.254,0.031
"1493","Dickens",2002,"Number",121,27
"1494","Dickens",2002,"Percent",0.252,0.034
"1495","Dickens",2003,"Number",116,41
"1496","Dickens",2003,"Percent",0.236,0.049
"1497","Dickens",2004,"Number",104,70
"1498","Dickens",2004,"Percent",0.224,0.061
"1499","Dickens",2005,"Number",122,57
"1500","Dickens",2005,"Percent",0.267,0.054
"1501","Dickens",2006,"Number",131,54
"1502","Dickens",2006,"Percent",0.296,0.044
"1503","Dickens",2007,"Number",117,48
"1504","Dickens",2007,"Percent",0.285,0.04
"1505","Dickens",2008,"Number",125,52
"1506","Dickens",2008,"Percent",0.321,0.044
"1507","Dickens",2009,"Number",151,77
"1508","Dickens",2009,"Percent",0.315,0.074
"1509","Dickens",2010,"Number",148,102
"1510","Dickens",2010,"Percent",0.305,0.103
"1511","Dickens",2011,"Number",165,141
"1512","Dickens",2011,"Percent",0.351,0.136
"1513","Dimmit",2000,"Number",1411,456
"1514","Dimmit",2000,"Percent",0.431,0.125
"1515","Dimmit",2001,"Number",1368,346
"1516","Dimmit",2001,"Percent",0.408,0.097
"1517","Dimmit",2002,"Number",1354,413
"1518","Dimmit",2002,"Percent",0.403,0.114
"1519","Dimmit",2003,"Number",1286,456
"1520","Dimmit",2003,"Percent",0.403,0.116
"1521","Dimmit",2004,"Number",1247,374
"1522","Dimmit",2004,"Percent",0.386,0.092
"1523","Dimmit",2005,"Number",1377,320
"1524","Dimmit",2005,"Percent",0.432,0.083
"1525","Dimmit",2006,"Number",1427,300
"1526","Dimmit",2006,"Percent",0.453,0.078
"1527","Dimmit",2007,"Number",1359,259
"1528","Dimmit",2007,"Percent",0.463,0.064
"1529","Dimmit",2008,"Number",1387,269
"1530","Dimmit",2008,"Percent",0.485,0.067
"1531","Dimmit",2009,"Number",1331,431
"1532","Dimmit",2009,"Percent",0.443,0.102
"1533","Dimmit",2010,"Number",1323,409
"1534","Dimmit",2010,"Percent",0.448,0.096
"1535","Dimmit",2011,"Number",1177,384
"1536","Dimmit",2011,"Percent",0.402,0.07
"1537","Donley",2000,"Number",221,45
"1538","Donley",2000,"Percent",0.258,0.028
"1539","Donley",2001,"Number",222,41
"1540","Donley",2001,"Percent",0.263,0.026
"1541","Donley",2002,"Number",208,46
"1542","Donley",2002,"Percent",0.243,0.028
"1543","Donley",2003,"Number",201,57
"1544","Donley",2003,"Percent",0.243,0.035
"1545","Donley",2004,"Number",192,97
"1546","Donley",2004,"Percent",0.236,0.05
"1547","Donley",2005,"Number",227,80
"1548","Donley",2005,"Percent",0.283,0.043
"1549","Donley",2006,"Number",206,89
"1550","Donley",2006,"Percent",0.284,0.048
"1551","Donley",2007,"Number",173,79
"1552","Donley",2007,"Percent",0.24,0.044
"1553","Donley",2008,"Number",174,82
"1554","Donley",2008,"Percent",0.253,0.042
"1555","Donley",2009,"Number",212,120
"1556","Donley",2009,"Percent",0.27,0.062
"1557","Donley",2010,"Number",199,124
"1558","Donley",2010,"Percent",0.268,0.064
"1559","Donley",2011,"Number",235,119
"1560","Donley",2011,"Percent",0.319,0.061
"1561","Duval",2000,"Number",1263,438
"1562","Duval",2000,"Percent",0.345,0.091
"1563","Duval",2001,"Number",1240,359
"1564","Duval",2001,"Percent",0.339,0.072
"1565","Duval",2002,"Number",1260,510
"1566","Duval",2002,"Percent",0.35,0.106
"1567","Duval",2003,"Number",1224,443
"1568","Duval",2003,"Percent",0.351,0.088
"1569","Duval",2004,"Number",1154,381
"1570","Duval",2004,"Percent",0.341,0.074
"1571","Duval",2005,"Number",1329,337
"1572","Duval",2005,"Percent",0.399,0.064
"1573","Duval",2006,"Number",1272,298
"1574","Duval",2006,"Percent",0.381,0.054
"1575","Duval",2007,"Number",1131,260
"1576","Duval",2007,"Percent",0.365,0.05
"1577","Duval",2008,"Number",1038,285
"1578","Duval",2008,"Percent",0.343,0.054
"1579","Duval",2009,"Number",1160,592
"1580","Duval",2009,"Percent",0.355,0.111
"1581","Duval",2010,"Number",1165,596
"1582","Duval",2010,"Percent",0.385,0.112
"1583","Duval",2011,"Number",1176,509
"1584","Duval",2011,"Percent",0.39,0.091
"1585","Eastland",2000,"Number",1108,354
"1586","Eastland",2000,"Percent",0.269,0.039
"1587","Eastland",2001,"Number",1102,334
"1588","Eastland",2001,"Percent",0.267,0.036
"1589","Eastland",2002,"Number",1092,384
"1590","Eastland",2002,"Percent",0.266,0.04
"1591","Eastland",2003,"Number",1127,399
"1592","Eastland",2003,"Percent",0.273,0.044
"1593","Eastland",2004,"Number",1110,471
"1594","Eastland",2004,"Percent",0.269,0.054
"1595","Eastland",2005,"Number",1293,418
"1596","Eastland",2005,"Percent",0.318,0.05
"1597","Eastland",2006,"Number",1211,420
"1598","Eastland",2006,"Percent",0.302,0.049
"1599","Eastland",2007,"Number",1131,359
"1600","Eastland",2007,"Percent",0.276,0.044
"1601","Eastland",2008,"Number",1129,389
"1602","Eastland",2008,"Percent",0.277,0.046
"1603","Eastland",2009,"Number",1228,662
"1604","Eastland",2009,"Percent",0.296,0.076
"1605","Eastland",2010,"Number",1318,695
"1606","Eastland",2010,"Percent",0.325,0.079
"1607","Eastland",2011,"Number",1244,661
"1608","Eastland",2011,"Percent",0.302,0.071
"1609","Ector",2000,"Number",9130,3748
"1610","Ector",2000,"Percent",0.252,0.064
"1611","Ector",2001,"Number",9129,3072
"1612","Ector",2001,"Percent",0.249,0.052
"1613","Ector",2002,"Number",9628,4416
"1614","Ector",2002,"Percent",0.261,0.072
"1615","Ector",2003,"Number",10153,4482
"1616","Ector",2003,"Percent",0.274,0.071
"1617","Ector",2004,"Number",9995,3702
"1618","Ector",2004,"Percent",0.268,0.06
"1619","Ector",2005,"Number",11187,2926
"1620","Ector",2005,"Percent",0.305,0.047
"1621","Ector",2006,"Number",9433,2583
"1622","Ector",2006,"Percent",0.254,0.039
"1623","Ector",2007,"Number",8311,2277
"1624","Ector",2007,"Percent",0.219,0.034
"1625","Ector",2008,"Number",8082,2421
"1626","Ector",2008,"Percent",0.208,0.034
"1627","Ector",2009,"Number",9289,5857
"1628","Ector",2009,"Percent",0.231,0.082
"1629","Ector",2010,"Number",11138,5660
"1630","Ector",2010,"Percent",0.283,0.078
"1631","Ector",2011,"Number",8537,4568
"1632","Ector",2011,"Percent",0.212,0.058
"1633","Edwards",2000,"Number",272,35
"1634","Edwards",2000,"Percent",0.457,0.045
"1635","Edwards",2001,"Number",286,37
"1636","Edwards",2001,"Percent",0.485,0.046
"1637","Edwards",2002,"Number",224,43
"1638","Edwards",2002,"Percent",0.39,0.049
"1639","Edwards",2003,"Number",200,31
"1640","Edwards",2003,"Percent",0.359,0.038
"1641","Edwards",2004,"Number",174,48
"1642","Edwards",2004,"Percent",0.328,0.043
"1643","Edwards",2005,"Number",224,45
"1644","Edwards",2005,"Percent",0.429,0.043
"1645","Edwards",2006,"Number",205,43
"1646","Edwards",2006,"Percent",0.412,0.045
"1647","Edwards",2007,"Number",207,39
"1648","Edwards",2007,"Percent",0.411,0.039
"1649","Edwards",2008,"Number",199,40
"1650","Edwards",2008,"Percent",0.399,0.038
"1651","Edwards",2009,"Number",177,79
"1652","Edwards",2009,"Percent",0.383,0.073
"1653","Edwards",2010,"Number",163,74
"1654","Edwards",2010,"Percent",0.398,0.072
"1655","Edwards",2011,"Number",152,69
"1656","Edwards",2011,"Percent",0.381,0.071
"1657","El Paso",2000,"Number",74191,23448
"1658","El Paso",2000,"Percent",0.339,0.082
"1659","El Paso",2001,"Number",81640,23266
"1660","El Paso",2001,"Percent",0.368,0.082
"1661","El Paso",2002,"Number",83705,25261
"1662","El Paso",2002,"Percent",0.371,0.089
"1663","El Paso",2003,"Number",81096,28806
"1664","El Paso",2003,"Percent",0.361,0.097
"1665","El Paso",2004,"Number",78024,22700
"1666","El Paso",2004,"Percent",0.344,0.078
"1667","El Paso",2005,"Number",87983,20827
"1668","El Paso",2005,"Percent",0.394,0.071
"1669","El Paso",2006,"Number",87091,19911
"1670","El Paso",2006,"Percent",0.379,0.067
"1671","El Paso",2007,"Number",89010,17212
"1672","El Paso",2007,"Percent",0.394,0.059
"1673","El Paso",2008,"Number",79951,18723
"1674","El Paso",2008,"Percent",0.351,0.063
"1675","El Paso",2009,"Number",76356,27725
"1676","El Paso",2009,"Percent",0.327,0.09
"1677","El Paso",2010,"Number",80844,30262
"1678","El Paso",2010,"Percent",0.338,0.095
"1679","El Paso",2011,"Number",82394,33682
"1680","El Paso",2011,"Percent",0.341,0.103
"1681","Ellis",2000,"Number",4616,1831
"1682","Ellis",2000,"Percent",0.135,0.032
"1683","Ellis",2001,"Number",4833,2461
"1684","Ellis",2001,"Percent",0.138,0.042
"1685","Ellis",2002,"Number",4849,3476
"1686","Ellis",2002,"Percent",0.136,0.06
"1687","Ellis",2003,"Number",5463,3972
"1688","Ellis",2003,"Percent",0.152,0.069
"1689","Ellis",2004,"Number",5473,3568
"1690","Ellis",2004,"Percent",0.149,0.056
"1691","Ellis",2005,"Number",5284,3339
"1692","Ellis",2005,"Percent",0.146,0.051
"1693","Ellis",2006,"Number",5776,3460
"1694","Ellis",2006,"Percent",0.156,0.05
"1695","Ellis",2007,"Number",6127,3015
"1696","Ellis",2007,"Percent",0.156,0.044
"1697","Ellis",2008,"Number",5965,3557
"1698","Ellis",2008,"Percent",0.148,0.051
"1699","Ellis",2009,"Number",6733,5686
"1700","Ellis",2009,"Percent",0.155,0.08
"1701","Ellis",2010,"Number",7321,6143
"1702","Ellis",2010,"Percent",0.171,0.085
"1703","Ellis",2011,"Number",7596,6039
"1704","Ellis",2011,"Percent",0.177,0.081
"1705","Erath",2000,"Number",1704,348
"1706","Erath",2000,"Percent",0.215,0.021
"1707","Erath",2001,"Number",1634,383
"1708","Erath",2001,"Percent",0.206,0.023
"1709","Erath",2002,"Number",1567,479
"1710","Erath",2002,"Percent",0.196,0.028
"1711","Erath",2003,"Number",1681,512
"1712","Erath",2003,"Percent",0.212,0.029
"1713","Erath",2004,"Number",1578,766
"1714","Erath",2004,"Percent",0.2,0.042
"1715","Erath",2005,"Number",1588,685
"1716","Erath",2005,"Percent",0.205,0.039
"1717","Erath",2006,"Number",1629,727
"1718","Erath",2006,"Percent",0.211,0.041
"1719","Erath",2007,"Number",1610,648
"1720","Erath",2007,"Percent",0.2,0.036
"1721","Erath",2008,"Number",1817,711
"1722","Erath",2008,"Percent",0.221,0.038
"1723","Erath",2009,"Number",1872,1214
"1724","Erath",2009,"Percent",0.23,0.063
"1725","Erath",2010,"Number",1957,1253
"1726","Erath",2010,"Percent",0.237,0.065
"1727","Erath",2011,"Number",2164,1203
"1728","Erath",2011,"Percent",0.262,0.062
"1729","Falls",2000,"Number",1409,321
"1730","Falls",2000,"Percent",0.308,0.042
"1731","Falls",2001,"Number",1325,298
"1732","Falls",2001,"Percent",0.297,0.039
"1733","Falls",2002,"Number",1297,312
"1734","Falls",2002,"Percent",0.295,0.04
"1735","Falls",2003,"Number",1294,419
"1736","Falls",2003,"Percent",0.302,0.053
"1737","Falls",2004,"Number",1227,492
"1738","Falls",2004,"Percent",0.29,0.065
"1739","Falls",2005,"Number",1409,462
"1740","Falls",2005,"Percent",0.339,0.063
"1741","Falls",2006,"Number",1288,455
"1742","Falls",2006,"Percent",0.319,0.063
"1743","Falls",2007,"Number",1607,368
"1744","Falls",2007,"Percent",0.42,0.054
"1745","Falls",2008,"Number",1302,394
"1746","Falls",2008,"Percent",0.348,0.058
"1747","Falls",2009,"Number",1266,594
"1748","Falls",2009,"Percent",0.338,0.089
"1749","Falls",2010,"Number",1235,647
"1750","Falls",2010,"Percent",0.324,0.096
"1751","Falls",2011,"Number",1328,654
"1752","Falls",2011,"Percent",0.344,0.095
"1753","Fannin",2000,"Number",1437,527
"1754","Fannin",2000,"Percent",0.201,0.042
"1755","Fannin",2001,"Number",1485,828
"1756","Fannin",2001,"Percent",0.207,0.064
"1757","Fannin",2002,"Number",1411,984
"1758","Fannin",2002,"Percent",0.196,0.077
"1759","Fannin",2003,"Number",1510,845
"1760","Fannin",2003,"Percent",0.21,0.068
"1761","Fannin",2004,"Number",1501,962
"1762","Fannin",2004,"Percent",0.207,0.069
"1763","Fannin",2005,"Number",1493,849
"1764","Fannin",2005,"Percent",0.209,0.061
"1765","Fannin",2006,"Number",1554,833
"1766","Fannin",2006,"Percent",0.218,0.061
"1767","Fannin",2007,"Number",1593,709
"1768","Fannin",2007,"Percent",0.225,0.053
"1769","Fannin",2008,"Number",1433,802
"1770","Fannin",2008,"Percent",0.202,0.059
"1771","Fannin",2009,"Number",1775,1201
"1772","Fannin",2009,"Percent",0.242,0.088
"1773","Fannin",2010,"Number",1768,1295
"1774","Fannin",2010,"Percent",0.241,0.093
"1775","Fannin",2011,"Number",1982,1361
"1776","Fannin",2011,"Percent",0.268,0.099
"1777","Fayette",2000,"Number",799,260
"1778","Fayette",2000,"Percent",0.157,0.024
"1779","Fayette",2001,"Number",769,256
"1780","Fayette",2001,"Percent",0.152,0.023
"1781","Fayette",2002,"Number",788,348
"1782","Fayette",2002,"Percent",0.156,0.031
"1783","Fayette",2003,"Number",895,360
"1784","Fayette",2003,"Percent",0.179,0.032
"1785","Fayette",2004,"Number",865,479
"1786","Fayette",2004,"Percent",0.174,0.04
"1787","Fayette",2005,"Number",837,438
"1788","Fayette",2005,"Percent",0.171,0.036
"1789","Fayette",2006,"Number",865,458
"1790","Fayette",2006,"Percent",0.183,0.038
"1791","Fayette",2007,"Number",825,398
"1792","Fayette",2007,"Percent",0.174,0.033
"1793","Fayette",2008,"Number",808,429
"1794","Fayette",2008,"Percent",0.17,0.035
"1795","Fayette",2009,"Number",917,687
"1796","Fayette",2009,"Percent",0.183,0.056
"1797","Fayette",2010,"Number",1043,715
"1798","Fayette",2010,"Percent",0.197,0.059
"1799","Fayette",2011,"Number",1175,735
"1800","Fayette",2011,"Percent",0.221,0.058
"1801","Fisher",2000,"Number",258,54
"1802","Fisher",2000,"Percent",0.259,0.033
"1803","Fisher",2001,"Number",235,56
"1804","Fisher",2001,"Percent",0.246,0.032
"1805","Fisher",2002,"Number",208,89
"1806","Fisher",2002,"Percent",0.227,0.049
"1807","Fisher",2003,"Number",188,92
"1808","Fisher",2003,"Percent",0.21,0.051
"1809","Fisher",2004,"Number",187,107
"1810","Fisher",2004,"Percent",0.213,0.05
"1811","Fisher",2005,"Number",216,86
"1812","Fisher",2005,"Percent",0.249,0.042
"1813","Fisher",2006,"Number",204,83
"1814","Fisher",2006,"Percent",0.246,0.042
"1815","Fisher",2007,"Number",193,80
"1816","Fisher",2007,"Percent",0.245,0.041
"1817","Fisher",2008,"Number",198,79
"1818","Fisher",2008,"Percent",0.253,0.039
"1819","Fisher",2009,"Number",213,124
"1820","Fisher",2009,"Percent",0.259,0.061
"1821","Fisher",2010,"Number",207,130
"1822","Fisher",2010,"Percent",0.235,0.065
"1823","Fisher",2011,"Number",182,129
"1824","Fisher",2011,"Percent",0.218,0.064
"1825","Floyd",2000,"Number",685,181
"1826","Floyd",2000,"Percent",0.292,0.059
"1827","Floyd",2001,"Number",670,218
"1828","Floyd",2001,"Percent",0.294,0.072
"1829","Floyd",2002,"Number",691,244
"1830","Floyd",2002,"Percent",0.304,0.08
"1831","Floyd",2003,"Number",669,280
"1832","Floyd",2003,"Percent",0.301,0.09
"1833","Floyd",2004,"Number",631,243
"1834","Floyd",2004,"Percent",0.296,0.069
"1835","Floyd",2005,"Number",725,200
"1836","Floyd",2005,"Percent",0.346,0.06
"1837","Floyd",2006,"Number",677,193
"1838","Floyd",2006,"Percent",0.322,0.061
"1839","Floyd",2007,"Number",609,167
"1840","Floyd",2007,"Percent",0.328,0.053
"1841","Floyd",2008,"Number",591,158
"1842","Floyd",2008,"Percent",0.336,0.047
"1843","Floyd",2009,"Number",635,218
"1844","Floyd",2009,"Percent",0.338,0.068
"1845","Floyd",2010,"Number",627,263
"1846","Floyd",2010,"Percent",0.345,0.085
"1847","Floyd",2011,"Number",584,254
"1848","Floyd",2011,"Percent",0.319,0.083
"1849","Foard",2000,"Number",96,22
"1850","Foard",2000,"Percent",0.237,0.026
"1851","Foard",2001,"Number",79,21
"1852","Foard",2001,"Percent",0.207,0.028
"1853","Foard",2002,"Number",79,38
"1854","Foard",2002,"Percent",0.213,0.048
"1855","Foard",2003,"Number",83,61
"1856","Foard",2003,"Percent",0.226,0.083
"1857","Foard",2004,"Number",81,44
"1858","Foard",2004,"Percent",0.22,0.062
"1859","Foard",2005,"Number",97,33
"1860","Foard",2005,"Percent",0.269,0.049
"1861","Foard",2006,"Number",97,30
"1862","Foard",2006,"Percent",0.276,0.044
"1863","Foard",2007,"Number",84,28
"1864","Foard",2007,"Percent",0.272,0.041
"1865","Foard",2008,"Number",73,30
"1866","Foard",2008,"Percent",0.26,0.04
"1867","Foard",2009,"Number",90,42
"1868","Foard",2009,"Percent",0.311,0.058
"1869","Foard",2010,"Number",83,45
"1870","Foard",2010,"Percent",0.291,0.063
"1871","Foard",2011,"Number",70,50
"1872","Foard",2011,"Percent",0.256,0.07
"1873","Fort Bend",2000,"Number",11638,5477
"1874","Fort Bend",2000,"Percent",0.1,0.029
"1875","Fort Bend",2001,"Number",12166,5904
"1876","Fort Bend",2001,"Percent",0.101,0.031
"1877","Fort Bend",2002,"Number",11695,9038
"1878","Fort Bend",2002,"Percent",0.095,0.045
"1879","Fort Bend",2003,"Number",13989,12291
"1880","Fort Bend",2003,"Percent",0.112,0.059
"1881","Fort Bend",2004,"Number",14570,11482
"1882","Fort Bend",2004,"Percent",0.113,0.053
"1883","Fort Bend",2005,"Number",13811,10887
"1884","Fort Bend",2005,"Percent",0.109,0.047
"1885","Fort Bend",2006,"Number",14285,11532
"1886","Fort Bend",2006,"Percent",0.108,0.047
"1887","Fort Bend",2007,"Number",15819,10304
"1888","Fort Bend",2007,"Percent",0.112,0.041
"1889","Fort Bend",2008,"Number",14869,11694
"1890","Fort Bend",2008,"Percent",0.102,0.045
"1891","Fort Bend",2009,"Number",16803,19705
"1892","Fort Bend",2009,"Percent",0.104,0.072
"1893","Fort Bend",2010,"Number",21654,22670
"1894","Fort Bend",2010,"Percent",0.125,0.08
"1895","Fort Bend",2011,"Number",21251,22039
"1896","Fort Bend",2011,"Percent",0.122,0.073
"1897","Franklin",2000,"Number",538,156
"1898","Franklin",2000,"Percent",0.237,0.034
"1899","Franklin",2001,"Number",547,129
"1900","Franklin",2001,"Percent",0.238,0.028
"1901","Franklin",2002,"Number",476,168
"1902","Franklin",2002,"Percent",0.206,0.038
"1903","Franklin",2003,"Number",477,159
"1904","Franklin",2003,"Percent",0.213,0.035
"1905","Franklin",2004,"Number",471,229
"1906","Franklin",2004,"Percent",0.209,0.044
"1907","Franklin",2005,"Number",510,237
"1908","Franklin",2005,"Percent",0.23,0.046
"1909","Franklin",2006,"Number",556,234
"1910","Franklin",2006,"Percent",0.246,0.043
"1911","Franklin",2007,"Number",563,206
"1912","Franklin",2007,"Percent",0.225,0.037
"1913","Franklin",2008,"Number",636,232
"1914","Franklin",2008,"Percent",0.256,0.043
"1915","Franklin",2009,"Number",630,380
"1916","Franklin",2009,"Percent",0.246,0.069
"1917","Franklin",2010,"Number",649,419
"1918","Franklin",2010,"Percent",0.253,0.077
"1919","Franklin",2011,"Number",741,392
"1920","Franklin",2011,"Percent",0.29,0.073
"1921","Freestone",2000,"Number",886,362
"1922","Freestone",2000,"Percent",0.21,0.05
"1923","Freestone",2001,"Number",840,295
"1924","Freestone",2001,"Percent",0.198,0.036
"1925","Freestone",2002,"Number",878,440
"1926","Freestone",2002,"Percent",0.207,0.049
"1927","Freestone",2003,"Number",861,469
"1928","Freestone",2003,"Percent",0.208,0.053
"1929","Freestone",2004,"Number",868,468
"1930","Freestone",2004,"Percent",0.208,0.048
"1931","Freestone",2005,"Number",931,413
"1932","Freestone",2005,"Percent",0.227,0.041
"1933","Freestone",2006,"Number",844,415
"1934","Freestone",2006,"Percent",0.21,0.04
"1935","Freestone",2007,"Number",765,372
"1936","Freestone",2007,"Percent",0.188,0.038
"1937","Freestone",2008,"Number",804,418
"1938","Freestone",2008,"Percent",0.196,0.041
"1939","Freestone",2009,"Number",883,643
"1940","Freestone",2009,"Percent",0.196,0.063
"1941","Freestone",2010,"Number",1073,687
"1942","Freestone",2010,"Percent",0.237,0.066
"1943","Freestone",2011,"Number",976,660
"1944","Freestone",2011,"Percent",0.218,0.064
"1945","Frio",2000,"Number",1771,413
"1946","Frio",2000,"Percent",0.382,0.07
"1947","Frio",2001,"Number",1778,404
"1948","Frio",2001,"Percent",0.384,0.071
"1949","Frio",2002,"Number",1688,467
"1950","Frio",2002,"Percent",0.365,0.081
"1951","Frio",2003,"Number",1648,508
"1952","Frio",2003,"Percent",0.365,0.083
"1953","Frio",2004,"Number",1578,482
"1954","Frio",2004,"Percent",0.355,0.074
"1955","Frio",2005,"Number",1894,403
"1956","Frio",2005,"Percent",0.433,0.063
"1957","Frio",2006,"Number",1696,366
