Location,TimeFrame,DataFormat,Data
Borden,1995,Number,22
Borden,1997,Number,31
Borden,1998,Number,36
Borden,1999,Number,26
Borden,2000,Number,25
Borden,2001,Number,14
Borden,2002,Number,19
Borden,2003,Number,11
Borden,2004,Number,10
Borden,2005,Number,12
Borden,1989,Percent,0.26
Borden,1993,Percent,0.113
Borden,1995,Percent,0.095
Borden,1997,Percent,0.14
Borden,1998,Percent,0.171
Borden,1999,Percent,0.143
Borden,2000,Percent,0.15
Borden,2001,Percent,0.096
Borden,2002,Percent,0.133
Borden,2003,Percent,0.082
Borden,2004,Percent,0.084
Borden,2005,Percent,0.1
Borden,2006,Number,12
Borden,2006,Percent,0.108
Borden,2007,Number,8
Borden,2007,Percent,0.09
Borden,2008,Number,10
Borden,2008,Percent,0.114
Borden,2009,Number,18
Borden,2009,Percent,0.15
Borden,2010,Number,22
Borden,2010,Percent,0.155
Borden,2011,Number,21
Borden,2011,Percent,0.164
Bosque,1989,Number,777
Bosque,1993,Number,909
Bosque,1995,Number,962
Bosque,1997,Number,1028
Bosque,1998,Number,969
Bosque,1999,Number,711
Bosque,2000,Number,922
Bosque,2001,Number,942
Bosque,2002,Number,899
Bosque,2003,Number,942
Bosque,2004,Number,863
Bosque,2005,Number,974
Bosque,1989,Percent,0.217
Bosque,1993,Percent,0.234
Bosque,1995,Percent,0.239
Bosque,1997,Percent,0.248
Bosque,1998,Percent,0.232
Bosque,1999,Percent,0.171
Bosque,2000,Percent,0.218
Bosque,2001,Percent,0.223
Bosque,2002,Percent,0.212
Bosque,2003,Percent,0.223
Bosque,2004,Percent,0.206
Bosque,2005,Percent,0.236
Bosque,2006,Number,950
Bosque,2006,Percent,0.238
Bosque,2007,Number,995
Bosque,2007,Percent,0.248
Bosque,2008,Number,831
Bosque,2008,Percent,0.212
Bosque,2009,Number,902
Bosque,2009,Percent,0.225
Bosque,2010,Number,1129
Bosque,2010,Percent,0.274
Bosque,2011,Number,1053
Bosque,2011,Percent,0.261
Bowie,1989,Number,5164
Bowie,1993,Number,5880
Bowie,1995,Number,5746
Bowie,1997,Number,5675
Bowie,1998,Number,5788
Bowie,1999,Number,5617
Bowie,2000,Number,5283
Bowie,2001,Number,5376
Bowie,2002,Number,5260
Bowie,2003,Number,5425
Bowie,2004,Number,5227
Bowie,2005,Number,5543
Bowie,1989,Percent,0.233
Bowie,1993,Percent,0.253
Bowie,1995,Percent,0.246
Bowie,1997,Percent,0.251
Bowie,1998,Percent,0.258
Bowie,1999,Percent,0.255
Bowie,2000,Percent,0.241
Bowie,2001,Percent,0.246
Bowie,2002,Percent,0.24
Bowie,2003,Percent,0.249
Bowie,2004,Percent,0.24
Bowie,2005,Percent,0.259
Bowie,2006,Number,5234
Bowie,2006,Percent,0.245
Bowie,2007,Number,5049
Bowie,2007,Percent,0.237
Bowie,2008,Number,5609
Bowie,2008,Percent,0.26
Bowie,2009,Number,6273
Bowie,2009,Percent,0.277
Bowie,2010,Number,6155
Bowie,2010,Percent,0.278
Bowie,2011,Number,6190
Bowie,2011,Percent,0.28
Brazoria,1989,Number,7135
Brazoria,1993,Number,10520
Brazoria,1995,Number,10777
Brazoria,1997,Number,10336
Brazoria,1998,Number,10304
Brazoria,1999,Number,8741
Brazoria,2000,Number,9930
Brazoria,2001,Number,10168
Brazoria,2002,Number,9956
Brazoria,2003,Number,11352
Brazoria,2004,Number,10990
Brazoria,2005,Number,11958
Brazoria,1989,Percent,0.128
Brazoria,1993,Percent,0.164
Brazoria,1995,Percent,0.162
Brazoria,1997,Percent,0.151
Brazoria,1998,Percent,0.148
Brazoria,1999,Percent,0.129
Brazoria,2000,Percent,0.141
Brazoria,2001,Percent,0.14
Brazoria,2002,Percent,0.135
Brazoria,2003,Percent,0.151
Brazoria,2004,Percent,0.144
Brazoria,2005,Percent,0.159
Brazoria,2006,Number,12270
Brazoria,2006,Percent,0.159
Brazoria,2007,Number,10233
Brazoria,2007,Percent,0.126
Brazoria,2008,Number,10423
Brazoria,2008,Percent,0.125
Brazoria,2009,Number,11796
Brazoria,2009,Percent,0.139
Brazoria,2010,Number,13120
Brazoria,2010,Percent,0.153
Brazoria,2011,Number,14645
Brazoria,2011,Percent,0.169
Brazos,1989,Number,5734
Brazos,1993,Number,6938
Brazos,1995,Number,7024
Brazos,1997,Number,6715
Brazos,1998,Number,6505
Brazos,1999,Number,7049
Brazos,2000,Number,6394
Brazos,2001,Number,6379
Brazos,2002,Number,6464
Brazos,2003,Number,6994
Brazos,2004,Number,6958
Brazos,2005,Number,7921
Brazos,1989,Percent,0.224
Brazos,1993,Percent,0.234
Brazos,1995,Percent,0.233
Brazos,1997,Percent,0.221
Brazos,1998,Percent,0.214
Brazos,1999,Percent,0.221
Brazos,2000,Percent,0.198
Brazos,2001,Percent,0.194
Brazos,2002,Percent,0.191
Brazos,2003,Percent,0.209
Brazos,2004,Percent,0.213
Brazos,2005,Percent,0.246
Brazos,2006,Number,7864
Brazos,2006,Percent,0.229
Brazos,2007,Number,8140
Brazos,2007,Percent,0.224
Brazos,2008,Number,8177
Brazos,2008,Percent,0.216
Brazos,2009,Number,9226
Brazos,2009,Percent,0.237
Brazos,2010,Number,10257
Brazos,2010,Percent,0.26
Brazos,2011,Number,9508
Brazos,2011,Percent,0.242
Brewster,1989,Number,628
Brewster,1993,Number,579
Brewster,1995,Number,648
Brewster,1997,Number,678
Brewster,1998,Number,617
Brewster,1999,Number,407
Brewster,2000,Number,512
Brewster,2001,Number,498
Brewster,2002,Number,492
Brewster,2003,Number,503
Brewster,2004,Number,464
Brewster,2005,Number,530
Brewster,1989,Percent,0.314
Brewster,1993,Percent,0.272
Brewster,1995,Percent,0.293
Brewster,1997,Percent,0.315
Brewster,1998,Percent,0.289
Brewster,1999,Percent,0.208
Brewster,2000,Percent,0.267
Brewster,2001,Percent,0.252
Brewster,2002,Percent,0.246
Brewster,2003,Percent,0.251
Brewster,2004,Percent,0.237
Brewster,2005,Percent,0.275
Brewster,2006,Number,482
Brewster,2006,Percent,0.254
Brewster,2007,Number,423
Brewster,2007,Percent,0.227
Brewster,2008,Number,479
Brewster,2008,Percent,0.249
Brewster,2009,Number,392
Brewster,2009,Percent,0.218
Brewster,2010,Number,439
Brewster,2010,Percent,0.233
Brewster,2011,Number,422
Brewster,2011,Percent,0.235
Briscoe,1989,Number,205
Briscoe,1993,Number,148
Briscoe,1995,Number,179
Briscoe,1997,Number,186
Briscoe,1998,Number,163
Briscoe,1999,Number,115
Briscoe,2000,Number,152
Briscoe,2001,Number,158
Briscoe,2002,Number,111
Briscoe,2003,Number,116
Briscoe,2004,Number,101
Briscoe,2005,Number,139
Briscoe,1989,Percent,0.371
Briscoe,1993,Percent,0.275
Briscoe,1995,Percent,0.326
Briscoe,1997,Percent,0.333
Briscoe,1998,Percent,0.301
Briscoe,1999,Percent,0.237
Briscoe,2000,Percent,0.316
Briscoe,2001,Percent,0.333
Briscoe,2002,Percent,0.24
Briscoe,2003,Percent,0.246
Briscoe,2004,Percent,0.235
Briscoe,2005,Percent,0.327
Briscoe,2006,Number,112
Briscoe,2006,Percent,0.273
Briscoe,2007,Number,87
Briscoe,2007,Percent,0.257
Briscoe,2008,Number,98
Briscoe,2008,Percent,0.297
Briscoe,2009,Number,84
Briscoe,2009,Percent,0.249
Briscoe,2010,Number,101
Briscoe,2010,Percent,0.286
Briscoe,2011,Number,105
Briscoe,2011,Percent,0.274
Brooks,1989,Number,1183
Brooks,1993,Number,1268
Brooks,1995,Number,1394
Brooks,1997,Number,1397
Brooks,1998,Number,1192
Brooks,1999,Number,1286
Brooks,2000,Number,1097
Brooks,2001,Number,1015
Brooks,2002,Number,981
Brooks,2003,Number,962
Brooks,2004,Number,915
Brooks,2005,Number,1120
Brooks,1989,Percent,0.444
Brooks,1993,Percent,0.469
Brooks,1995,Percent,0.507
Brooks,1997,Percent,0.505
Brooks,1998,Percent,0.434
Brooks,1999,Percent,0.518
Brooks,2000,Percent,0.458
Brooks,2001,Percent,0.423
Brooks,2002,Percent,0.412
Brooks,2003,Percent,0.41
Brooks,2004,Percent,0.396
Brooks,2005,Percent,0.493
Brooks,2006,Number,1080
Brooks,2006,Percent,0.477
Brooks,2007,Number,1009
Brooks,2007,Percent,0.467
Brooks,2008,Number,966
Brooks,2008,Percent,0.452
Brooks,2009,Number,1026
Brooks,2009,Percent,0.468
Brooks,2010,Number,984
Brooks,2010,Percent,0.495
Brooks,2011,Number,969
Brooks,2011,Percent,0.481
Brown,1989,Number,2332
Brown,1993,Number,2463
Brown,1995,Number,2638
Brown,1997,Number,2635
Brown,1998,Number,2491
Brown,1999,Number,2174
Brown,2000,Number,2366
Brown,2001,Number,2313
Brown,2002,Number,2299
Brown,2003,Number,2490
Brown,2004,Number,2382
Brown,2005,Number,2600
Brown,1989,Percent,0.264
Brown,1993,Percent,0.262
Brown,1995,Percent,0.275
Brown,1997,Percent,0.27
Brown,1998,Percent,0.257
Brown,1999,Percent,0.236
Brown,2000,Percent,0.254
Brown,2001,Percent,0.251
Brown,2002,Percent,0.251
Brown,2003,Percent,0.271
Brown,2004,Percent,0.263
Brown,2005,Percent,0.292
Brown,2006,Number,2422
Brown,2006,Percent,0.274
Brown,2007,Number,2348
Brown,2007,Percent,0.268
Brown,2008,Number,2276
Brown,2008,Percent,0.261
Brown,2009,Number,2356
Brown,2009,Percent,0.27
Brown,2010,Number,2503
Brown,2010,Percent,0.285
Brown,2011,Number,2692
Brown,2011,Percent,0.307
Burleson,1989,Number,920
Burleson,1993,Number,993
Burleson,1995,Number,1076
Burleson,1997,Number,1025
Burleson,1998,Number,1020
Burleson,1999,Number,1013
Burleson,2000,Number,992
Burleson,2001,Number,926
Burleson,2002,Number,897
